time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,f_mhz
10.66,1547727625,114.40,51.510415,7.470177,149.57,13.14,-0.92,58.35,1,-102,-11,6,2,36,10,12902921,323,0,0.10,4.32,71.00,1865
20.46,1547727635,256.18,51.511357,7.471604,148.71,13.87,-0.33,38.50,1,-94,-11,0,9,35,8,13175298,60,1,6.00,30.57,48.00,860
31.00,1547727646,384.34,51.512206,7.472655,140.82,6.40,-1.54,30.51,1,-93,-11,1,8,37,8,13175298,60,2,9.00,20.97,255.00,860
40.37,1547727655,403.74,51.512360,7.472695,141.08,0.00,0.00,12.69,1,-94,-13,-5,8,37,8,13175298,60,3,5.00,22.27,90.00,860
50.44,1547727665,403.74,51.512360,7.472695,142.81,0.00,0.00,10.09,1,-93,-13,-3,7,38,8,13175298,60,4,8.00,23.53,62.00,860
60.45,1547727675,461.80,51.513079,7.472735,154.21,9.41,-0.34,3.84,1,-91,-10,1,10,37,8,13175298,60,5,10.00,32.38,59.00,860
70.39,1547727685,571.02,51.514054,7.472856,158.84,11.45,-0.22,2.75,1,-83,-8,12,10,44,8,13175298,60,6,8.00,24.80,42.00,860
80.35,1547727695,656.46,51.514729,7.472831,134.35,2.51,-1.08,4.30,1,-66,-7,17,11,60,8,13175298,60,7,10.00,71.24,43.00,860
90.37,1547727705,661.60,51.514771,7.472844,134.05,0.00,0.00,6.87,1,-64,-7,12,12,63,8,13175298,60,8,0.10,14.29,47.00,860
100.37,1547727715,661.60,51.514919,7.472867,145.29,6.07,0.00,5.60,1,-60,-7,16,11,63,8,13175298,60,9,3.00,30.89,71.00,860
110.35,1547727725,754.96,51.515733,7.472661,140.81,11.89,1.00,342.30,1,-84,-11,1,9,47,8,13175298,60,10,0.10,3.16,40.00,860
120.39,1547727736,879.24,51.516506,7.471403,134.91,12.30,-0.31,299.81,1,-85,-7,-1,6,46,4,13175299,62,11,7.00,19.96,126.00,860
130.43,1547727745,1009.48,51.516973,7.469633,139.89,14.11,-0.04,291.67,1,-83,-8,5,10,42,4,13175299,62,12,2.00,14.18,64.00,860
141.49,1547727756,1146.83,51.517375,7.467830,138.40,6.96,-0.15,293.72,1,-87,-5,1,10,34,7,13175306,68,13,0.10,15.09,45.00,1865
150.36,1547727765,1203.33,51.517610,7.467081,137.12,5.96,0.38,293.38,1,-85,-7,21,12,41,2,13530893,347,14,2.00,32.52,44.00,2630
160.37,1547727775,1261.78,51.517781,7.466274,139.07,5.56,-0.87,284.42,1,-82,-6,25,10,42,3,13530894,345,15,0.10,22.86,42.00,2630
170.36,1547727785,1348.97,51.517857,7.464867,146.78,10.49,-0.68,270.16,1,-82,-6,25,15,44,3,13530894,345,16,2.00,44.44,39.00,2630
180.35,1547727795,1470.89,51.517526,7.463307,149.17,13.31,0.50,247.14,1,-86,-7,16,11,40,3,13530894,345,17,7.00,50.72,70.00,2630
190.36,1547727805,1606.92,51.517059,7.461346,164.62,13.45,0.41,251.75,1,-86,-9,-5,10,44,3,13530894,345,18,1.00,8.30,44.00,2630
200.42,1547727816,1741.50,51.516707,7.459412,141.82,14.63,0.29,256.77,1,-81,-9,1,9,47,5,13530626,375,19,10.00,28.10,64.00,860
210.41,1547727825,1882.76,51.516434,7.457462,143.13,9.98,-1.55,257.82,1,-79,-12,-1,6,52,4,13406209,460,20,1.00,18.02,52.00,860
220.46,1547727835,1951.51,51.516222,7.456403,145.58,8.32,2.36,244.02,1,-74,-9,14,10,57,4,13406209,460,21,8.00,44.91,56.00,860
230.38,1547727845,2036.32,51.515819,7.455325,136.44,9.89,-0.07,225.23,1,-75,-7,20,11,51,4,13406209,460,22,10.00,32.09,48.00,860
240.37,1547727855,2136.09,51.514827,7.455208,140.33,13.18,0.83,176.68,1,-84,-9,11,9,43,4,13406209,460,23,1.00,30.42,57.00,860
250.39,1547727865,2268.25,51.513600,7.455579,144.41,12.53,-0.07,166.36,1,-85,-7,10,15,42,4,13406209,460,24,0.50,14.08,58.00,860
261.43,1547727876,2401.99,51.512715,7.456912,153.13,11.71,0.27,125.87,1,-102,-15,-1,5,32,4,13406209,460,25,3.00,20.62,60.00,860
270.40,1547727885,2517.96,51.512048,7.458387,153.51,12.96,0.76,128.03,1,-94,-9,2,6,33,6,14035459,482,26,9.00,16.61,54.00,860
281.87,1547727896,2662.63,51.511191,7.460158,151.20,13.32,0.00,130.19,1,-108,-17,-5,4,30,5,13830146,482,27,10.00,15.46,49.00,860
290.40,1547727905,2777.64,51.510488,7.461387,157.57,9.25,-0.83,133.28,1,-95,-10,1,9,32,7,13406217,218,28,10.00,12.56,53.00,1865
300.66,1547727915,2886.44,51.509997,7.462691,157.01,11.85,0.00,114.51,1,-77,-12,9,14,52,3,13830145,486,29,7.00,14.06,93.00,860
310.79,1547727925,2983.56,51.509903,7.464173,160.01,7.97,0.41,89.58,1,-102,-14,-1,5,32,3,13830145,486,30,7.00,18.48,245.00,860
