time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,txPower_dbm,f_mhz
9.66,1547729663,107.45,51.509891,7.468999,146.22,12.33,0.00,72.07,1,-94,-7,17,5,42,6,26379013,199,0,0.10,2.75,41.00,17.73,2530
19.68,1547729673,247.64,51.510639,7.470715,143.86,14.55,0.08,51.12,1,-91,-6,21,11,46,5,27256325,372,1,1.00,14.47,43.00,16.22,2530
29.68,1547729683,400.50,51.511713,7.472121,139.99,15.10,0.13,39.14,1,-85,-5,20,13,52,5,27256325,372,2,5.00,31.40,40.00,11.95,2530
39.67,1547729693,543.11,51.512879,7.472876,139.36,15.36,0.52,6.63,1,-90,-5,16,12,46,5,27256325,372,3,0.50,7.41,41.00,16.97,2530
49.73,1547729703,651.66,51.513737,7.472944,149.50,2.28,-3.17,2.76,1,-92,-5,5,6,45,10,29398276,358,4,10.00,32.51,38.00,11.44,2530
59.70,1547729713,654.93,51.513873,7.472959,150.65,5.56,0.00,8.90,1,-90,-6,35,15,48,10,29398276,358,5,5.00,19.18,49.00,10.03,2530
69.68,1547729723,734.10,51.514634,7.472969,148.48,4.73,-0.31,4.15,1,-91,-6,21,15,47,10,29398276,358,6,4.00,22.97,37.00,18.42,2530
79.74,1547729733,743.76,51.514689,7.472981,148.29,0.00,0.00,5.47,1,-91,-6,23,10,47,10,29398276,358,7,8.00,18.99,39.00,14.23,2530
89.85,1547729743,743.76,51.514689,7.472981,147.52,0.00,0.00,5.47,1,-91,-5,20,9,47,10,29398276,358,8,7.00,17.80,40.00,11.02,2530
99.71,1547729753,743.76,51.514689,7.472981,147.03,0.00,0.00,5.47,1,-91,-6,20,7,48,10,29398276,358,9,5.00,26.60,43.00,14.05,2530
109.72,1547729764,743.76,51.514689,7.472981,146.73,0.00,0.00,5.47,1,-91,-6,22,10,47,10,29398276,358,10,7.00,30.57,63.00,14.06,2530
119.71,1547729773,743.76,51.514689,7.472981,146.20,0.00,0.00,5.47,1,-91,-6,24,12,47,10,29398276,358,11,1.00,7.25,54.00,15.83,2530
129.69,1547729783,759.64,51.514999,7.473003,140.02,10.12,1.03,2.79,1,-94,-6,13,9,44,10,29398276,358,12,3.00,16.68,37.00,19.17,2530
139.73,1547729793,898.47,51.516180,7.472274,132.38,16.97,-0.23,319.76,1,-97,-7,10,7,40,10,29398276,358,13,9.00,22.26,39.00,17.75,2530
149.70,1547729803,1063.96,51.516866,7.470160,133.05,15.60,-0.02,292.01,1,-92,-6,8,9,45,10,29398276,358,14,3.00,18.24,44.00,18.83,2530
159.74,1547729814,1204.66,51.517248,7.468282,131.72,11.30,0.15,289.61,1,-92,-6,14,8,44,9,29398276,358,15,10.00,22.35,38.00,18.52,2530
169.69,1547729823,1295.65,51.517624,7.467058,134.04,12.62,0.52,295.18,1,-96,-8,12,7,43,9,29398276,358,16,0.10,2.79,40.00,19.98,2530
179.71,1547729833,1428.19,51.517857,7.465111,133.96,8.82,0.35,274.43,1,-98,-12,1,5,47,11,26376708,470,17,3.00,17.96,54.00,20.66,2530
189.73,1547729844,1520.87,51.517706,7.463764,130.01,7.03,-0.41,253.80,1,-88,-7,10,8,51,13,26796291,24,18,3.00,15.48,52.00,16.80,2530
199.67,1547729854,1594.57,51.517413,7.462762,136.39,9.35,0.07,247.13,1,-89,-7,13,7,50,8,26378754,443,19,2.00,20.41,66.00,14.86,2530
209.70,1547729863,1674.63,51.517151,7.461783,139.82,4.54,-0.75,249.79,1,-85,-6,12,9,53,8,26378754,443,20,2.00,14.95,68.00,14.21,2530
