time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,f_mhz
10.16,1547729212,120.12,51.509879,7.468847,153.57,12.21,0.82,66.61,1,-97,-9,1,2,44,2,13403661,21,0,3.00,3.13,58.00,2680
20.01,1547729222,247.01,51.510457,7.470498,151.43,11.66,-0.60,55.48,1,-103,-9,7,7,38,5,14345743,399,1,4.00,12.04,76.00,2680
29.99,1547729232,319.28,51.510897,7.471151,152.72,0.85,-1.76,41.38,1,-100,-9,9,9,41,5,14345743,399,2,10.00,21.84,40.00,2680
39.97,1547729242,320.13,51.510897,7.471151,152.88,0.00,0.00,41.38,1,-103,-9,10,8,38,5,14345743,399,3,6.00,16.59,97.00,2680
50.01,1547729251,355.54,51.511384,7.471699,148.32,14.51,1.72,39.88,1,-99,-7,22,11,40,5,14345743,399,4,7.00,27.03,71.00,2680
60.00,1547729262,492.37,51.512337,7.472755,140.96,11.09,0.16,14.66,1,-84,-5,28,14,53,5,14345743,399,5,2.00,8.47,48.00,2680
70.00,1547729271,631.70,51.513624,7.472929,143.42,15.23,0.19,3.20,1,-104,-12,4,7,40,5,14345743,399,6,7.00,11.53,213.00,2680
80.00,1547729282,760.20,51.514708,7.472987,143.39,6.34,-1.13,4.38,1,-102,-8,14,11,38,4,14345741,400,7,9.00,13.26,119.00,2680
89.99,1547729292,773.45,51.514765,7.472984,146.78,0.00,0.00,3.45,1,-105,-9,14,7,35,4,14345741,400,8,0.50,12.16,65.00,2680
99.97,1547729302,773.45,51.514765,7.472984,146.48,0.00,0.00,3.45,1,-104,-10,11,8,37,4,14345741,400,9,7.00,14.66,54.00,2680
110.00,1547729311,773.45,51.514765,7.472984,146.57,0.00,0.00,3.45,1,-102,-11,6,7,41,4,14345741,400,10,1.00,3.79,135.00,2680
119.97,1547729321,773.45,51.514765,7.472984,146.52,0.00,0.00,3.45,1,-104,-8,12,9,36,4,14345741,400,11,10.00,15.42,54.00,2680
130.06,1547729331,801.99,51.515191,7.473014,145.79,10.28,-0.38,0.21,1,-104,-7,13,11,35,4,14345741,400,12,4.00,7.73,133.00,2680
139.98,1547729341,920.92,51.516167,7.472387,138.88,14.94,-0.66,319.26,1,-104,-7,11,8,36,4,14345741,400,13,10.00,11.18,53.00,2680
149.97,1547729352,1062.78,51.516769,7.470604,134.55,11.01,-1.35,295.11,1,-107,-11,10,7,36,4,14345741,400,14,5.00,10.40,58.00,2680
159.98,1547729362,1146.94,51.517015,7.469373,137.59,9.68,0.69,288.92,1,-113,-10,2,5,29,4,14345741,400,15,8.00,1.34,45.00,2680
172.63,1547729374,1296.13,51.517501,7.467317,135.24,9.59,-0.71,296.13,1,-94,-16,-5,3,46,12,12903169,15,16,1.00,0.55,1859.00,850
181.18,1547729383,1391.91,51.517792,7.466065,133.90,11.21,-0.24,282.53,1,-94,-15,-10,5,46,22,14122754,176,17,0.10,0.15,449.00,850
190.42,1547729392,1482.61,51.517832,7.464746,135.52,10.67,0.31,266.52,1,-90,-14,-2,5,50,11,13420546,139,18,5.00,2.07,401.00,850
202.66,1547729405,1607.09,51.517477,7.463017,125.63,9.54,-0.48,247.53,1,-97,-19,-7,1,47,11,13420546,139,19,7.00,4.46,1245.00,850
210.12,1547729412,1688.94,51.517199,7.461891,122.91,11.60,0.24,250.91,1,-106,-14,0,7,40,6,12899854,16,20,1.00,3.71,86.00,2680
220.00,1547729422,1820.52,51.516842,7.460126,128.90,12.17,-0.74,253.97,1,-94,-8,10,8,46,6,12899854,16,21,0.10,2.38,47.00,2680
229.97,1547729431,1918.84,51.516648,7.458770,132.93,8.52,0.42,260.58,1,-92,-10,11,12,50,6,12899854,16,22,2.00,8.05,59.00,2680
239.98,1547729442,1996.03,51.516515,7.457695,136.85,5.74,0.23,259.73,1,-85,-9,14,9,56,6,12899854,16,23,7.00,12.38,130.00,2680
249.96,1547729452,2012.75,51.516477,7.457454,137.79,0.00,0.00,258.75,1,-88,-8,11,5,52,6,12899854,16,24,4.00,12.26,55.00,2680
260.01,1547729462,2069.56,51.516225,7.456401,131.68,9.53,-0.11,244.38,1,-84,-8,10,9,55,6,12899854,16,25,7.00,13.13,106.00,2680
269.99,1547729472,2153.72,51.515684,7.455371,130.92,10.69,1.26,209.87,1,-83,-9,17,15,59,4,13404431,488,26,4.00,11.84,97.00,2680
280.00,1547729482,2288.96,51.514445,7.455301,134.48,15.26,0.51,172.92,1,-82,-8,7,8,59,4,13404431,488,27,4.00,12.32,39.00,2680
289.98,1547729492,2411.88,51.513368,7.455738,138.65,12.14,-0.66,159.86,1,-79,-12,6,12,63,4,13404431,488,28,5.00,8.69,139.00,2680
299.97,1547729502,2501.76,51.512824,7.456627,145.76,7.34,1.02,130.05,1,-79,-9,24,13,62,0,13404429,486,29,2.00,8.44,47.00,2680
309.99,1547729511,2624.30,51.512152,7.458239,151.25,15.17,0.42,125.86,1,-78,-7,22,15,61,0,13404429,486,30,0.10,7.02,40.00,2680
319.97,1547729522,2710.83,51.511745,7.459077,148.55,0.00,-0.39,135.70,1,-88,-8,9,13,52,0,13404429,486,31,7.00,12.25,47.00,2680
329.99,1547729532,2710.83,51.511745,7.459077,148.37,0.00,0.00,135.70,1,-86,-7,13,10,54,0,13404429,486,32,5.00,16.35,72.00,2680
339.97,1547729541,2710.83,51.511745,7.459077,148.28,0.00,0.00,135.70,1,-86,-7,16,8,54,0,13404429,486,33,8.00,15.40,47.00,2680
349.97,1547729551,2710.83,51.511745,7.459077,148.49,0.00,0.00,135.70,1,-87,-8,15,9,54,0,13404429,486,34,8.00,15.19,108.00,2680
359.97,1547729561,2710.83,51.511628,7.459447,149.31,5.90,0.00,128.24,1,-87,-7,7,7,52,0,13404429,486,35,8.00,12.32,115.00,2680
369.97,1547729572,2803.00,51.510966,7.460555,154.49,10.49,0.24,134.88,1,-85,-7,7,9,54,0,13404429,486,36,8.00,1.98,47.00,2680
400.02,1547729601,2943.35,51.510152,7.462029,154.29,0.00,0.00,130.93,1,-88,-10,9,10,54,2,13403661,21,39,4.00,1.10,93.00,2680
