time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,txPower_dbm,f_mhz,scenario,provider,start_time,timestamp,enodeb,drive_id
209.21,1544593520,2663.52,51.440794,7.48297,292.12,24.52,-0.05,40.78,1,-81,-6,18,15,51,2,12918811,430,20,7,19.36,41,12,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:45:20Z,50464,1
219.17,1544593530,2909.38,51.442669,7.484811,280.46,24.25,-0.18,25.06,1,-74,-8,19,12,61,2,12918811,430,21,10,18.93,40,0.91,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:45:30Z,50464,1
229.16,1544593540,3120.37,51.444372,7.48598,277.43,15.22,-0.96,24.16,1,-69,-5,30,15,63,2,12918809,429,22,7,19.59,34,-7.94,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:45:40Z,50464,1
239.15,1544593550,3256.39,51.444412,7.487452,270.42,13.72,0.09,155.38,1,-64,-6,27,15,63,2,12918809,429,23,6,20.07,36,-5.27,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:45:50Z,50464,1
249.14,1544593560,3398.65,51.443738,7.486174,263.9,16.58,0.73,265.94,1,-76,-6,30,15,56,2,12918809,429,24,3,17.12,45,1.38,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:46:00Z,50464,1
259.18,1544593570,3593.57,51.443715,7.483285,261.18,21.31,-0.29,267.81,1,-86,-9,13,11,48,2,12918809,429,25,7,17.33,40,-1.47,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:46:10Z,50464,1
269.13,1544593580,3811.05,51.443572,7.480148,262.12,22.63,0.29,263.63,1,-90,-6,20,11,42,4,12918811,430,26,1,13.31,52,15.66,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:46:20Z,50464,1
279.18,1544593590,4051.92,51.443291,7.476711,259.43,25.18,0.37,261.76,1,-86,-6,18,13,45,4,12918811,430,27,10,18.76,39,12.03,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:46:30Z,50464,1
289.45,1544593601,4325.39,51.442807,7.472762,252.76,31.13,0.91,258.48,1,-105,-8,5,6,28,13,12935194,397,28,4,3.27,48,19.39,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:46:41Z,50528,1
299.56,1544593610,4640.74,51.44223,7.468309,245.69,31.38,-0.23,258.64,1,-105,-7,4,7,27,14,12918811,430,29,7,3.37,402,21.27,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:46:50Z,50464,1
311.57,1544593622,5027.35,51.44171,7.462834,236.59,32.57,0.11,264.25,1,-108,-11,1,7,28,31,12897050,118,30,8,8.85,968,21.38,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:47:02Z,50379,1
319.44,1544593630,5291.36,51.441564,7.459054,233.29,32.5,0.04,268.44,1,-99,-8,0,6,34,16,14301721,72,31,10,18.7,359,18.16,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:47:10Z,55866,1
329.18,1544593640,5610.52,51.441595,7.454494,232.86,29.86,0.11,272.6,1,-87,-6,20,9,45,16,14301721,72,32,7,17.83,44,17.36,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:47:20Z,55866,1
339.15,1544593650,5918.18,51.441871,7.45008,232.56,29.91,-0.03,278.1,1,-79,-5,28,15,52,16,14301721,72,33,5,18.56,35,2.83,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:47:30Z,55866,1
349.13,1544593660,6236.24,51.442387,7.445529,231.43,34.52,0.54,283.11,1,-67,-4,32,15,63,16,14301721,72,34,1,13.42,45,-8.31,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:47:40Z,55866,1
359.13,1544593670,6595.32,51.443253,7.440553,225.4,36.02,-0.27,287.88,1,-77,-6,5,6,54,1,14301723,74,35,0.1,3.16,46,6.3,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:47:50Z,55866,1
369.15,1544593680,6948.43,51.444357,7.435794,217.37,35.5,0.07,292.85,1,-81,-6,9,12,50,1,14301723,74,36,1,12.7,35,4.52,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:48:00Z,55866,1
379.18,1544593690,7307.26,51.445893,7.431284,202.21,35.17,-0.48,305.75,1,-83,-5,24,15,48,1,14301723,74,37,7,13.5,41,16.45,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:48:10Z,55866,1
389.26,1544593700,7648.12,51.447968,7.427695,190.79,33.72,0.11,319.03,1,-99,-6,13,10,33,1,14301723,74,38,1,3.9,35,20.12,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:48:20Z,55866,1
399.18,1544593710,7990.16,51.450544,7.425023,172.87,34.64,0.05,333.08,1,-88,-16,-7,6,50,15,13806082,70,39,7,5.23,131,11.89,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:48:30Z,53930,1
409.64,1544593721,8337.97,51.453464,7.423351,160.9,35.24,0.09,343.45,1,-82,-13,-3,6,57,18,12897027,230,40,6,12.92,170,1.3,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:48:41Z,50379,1
419.21,1544593730,8691.39,51.456488,7.421845,152.22,35.13,-0.04,339.68,1,-73,-6,11,9,59,10,13806082,70,41,10,15.4,58,-2.25,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:48:50Z,53930,1
429.19,1544593740,9049.33,51.459409,7.419614,148.54,36.44,0.1,329.54,1,-83,-9,0,8,52,20,12897027,230,42,1,9.18,53,-4.12,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:49:00Z,50379,1
439.13,1544593750,9418.75,51.462074,7.416473,148.84,37.55,0.16,318.81,1,-72,-6,20,15,60,7,13806081,69,43,1,12.62,35,2.08,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:49:10Z,53930,1
449.22,1544593760,9801.65,51.464424,7.412505,151.28,38.66,0.12,309.13,1,-90,-8,2,8,44,7,13806081,69,44,10,6.75,36,16.7,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:49:20Z,53930,1
460.08,1544593771,10220.77,51.466765,7.407742,155.22,36.62,-0.29,308.95,1,-95,-17,-2,4,46,30,13884419,386,45,0.1,1.72,981,14.44,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:49:31Z,54236,1
469.81,1544593781,10553.75,51.468713,7.404106,158.43,37.92,0.19,312.39,1,-100,-15,-5,6,41,30,13884419,386,46,8,1.22,1349,17.05,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:49:41Z,54236,1
480.66,1544593792,10967.04,51.471338,7.39991,165.91,33.26,-1.18,317.55,1,-97,-13,-4,7,40,41,13507073,57,47,3,0.49,4449,20.03,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:49:52Z,52762,1
490.9,1544593802,11279.22,51.473469,7.397045,166.61,28.38,-0.7,321.11,1,-111,-17,-8,4,32,37,13507073,57,48,5,2.53,2195,21.3,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:50:02Z,52762,1
502.14,1544593813,11592.68,51.475743,7.394488,170.4,23.56,0.16,333.02,1,-104,-15,-4,5,35,38,13565441,431,49,9,2.8,5370,21.44,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:50:13Z,52990,1
511.66,1544593823,11791.36,51.477319,7.393248,171.98,19.39,-0.65,339.61,1,-104,-15,-5,5,37,38,13565441,431,50,9,4.7,1242,20.17,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:50:23Z,52990,1
523.07,1544593834,11993.92,51.47902,7.393706,176.26,13.24,-1.04,29.5,1,-98,-20,-13,1,47,38,13565441,431,51,0.5,5.56,109,17.77,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:50:34Z,52990,1
529.32,1544593840,12065.89,51.479606,7.393752,180.93,11.64,0.17,341.08,1,-80,-9,15,12,55,10,13884163,392,52,10,11.35,254,12.97,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:50:40Z,54235,1
539.15,1544593850,12167.53,51.480365,7.393785,185.14,11.94,1.06,54.56,1,-85,-6,14,11,47,10,13884163,392,53,5,16.85,37,7.94,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:50:50Z,54235,1
549.18,1544593860,12323.39,51.48113,7.395734,196.1,17.32,0.01,60.03,1,-82,-9,17,7,53,10,13884163,392,54,5,14.48,46,11.83,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:51:00Z,54235,1
559.27,1544593870,12486.37,51.481891,7.397711,194.16,14.47,-0.35,54.82,1,-90,-9,9,9,45,10,13884163,392,55,9,16.78,44,16.48,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:51:10Z,54235,1
569.18,1544593879,12624.2,51.482766,7.399066,194.59,12.69,0.21,37.37,1,-84,-7,2,6,49,8,13884162,52,56,10,20.13,35,14.58,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:51:19Z,54235,1
579.19,1544593890,12767.24,51.483878,7.40023,194.72,16.05,0.26,36.49,1,-78,-5,12,8,54,8,13884162,52,57,9,19.17,38,12.72,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:51:30Z,54235,1
589.16,1544593900,12921.31,51.484932,7.401655,191.02,14.57,-0.12,42.07,1,-84,-6,13,10,48,8,13884162,52,58,6,18.99,34,12.95,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:51:40Z,54235,1
599.16,1544593910,13040.21,51.485668,7.402807,193.06,7.17,-0.24,9.41,1,-78,-5,18,14,54,8,13884162,52,59,4,17.95,30,2.52,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:51:50Z,54235,1
609.27,1544593920,13140.6,51.486439,7.402041,184.94,12.42,0.55,331.41,1,-83,-5,10,5,48,8,13884162,52,60,6,11.31,35,12,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:52:00Z,54235,1
619.11,1544593930,13277,51.487643,7.401678,181.59,14.66,0.03,356.37,1,-93,-13,-1,6,44,8,13884162,52,61,0.5,7.56,38,14.8,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:52:10Z,54235,1
629.13,1544593940,13421.27,51.488924,7.401724,177.7,12.24,-1.46,359.68,1,-106,-15,-1,2,35,8,13884162,52,62,0.1,1.45,34,20.33,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:52:20Z,54235,1
639.58,1544593951,13465.97,51.489261,7.401734,174.91,0,0,1.95,1,-104,-20,-9,1,41,8,13884162,52,63,0.5,5.81,32,15.81,880,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:52:31Z,54235,1
649.2,1544593960,13465.97,51.489261,7.401734,174.95,0,0,1.95,1,-86,-10,14,15,48,4,13828121,450,64,10,14.21,43,15.3,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:52:40Z,54016,1
659.15,1544593970,13465.97,51.489261,7.401734,175.13,0,0,1.95,1,-86,-12,3,9,50,4,13828121,450,65,0.1,2.42,58,-8.42,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:52:50Z,54016,1
669.18,1544593980,13471.07,51.489443,7.401828,180.34,5.18,0.08,23.45,1,-88,-12,14,8,50,3,13828123,451,66,7,16.49,48,9.86,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:53:00Z,54016,1
679.18,1544593990,13579.62,51.489459,7.403509,188.02,12.95,-0.35,90.81,1,-80,-7,27,1,54,4,13828121,450,67,8,17.25,47,9.23,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:53:10Z,54016,1
689.15,1544594000,13707.37,51.489423,7.405352,193.92,12.3,-0.16,88.35,1,-72,-7,27,15,61,4,13828121,450,68,3,16,50,1.91,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:53:20Z,54016,1
699.17,1544594010,13833.31,51.489624,7.407114,186.09,12.85,0.07,77.66,1,-74,-12,21,1,63,4,13828121,450,69,2,11.53,57,-0.22,1750,highway,o2,2018-12-12T05:41:50Z,2018-12-12T05:53:30Z,54016,1
10.71,1544619868,126.25,51.490597,7.414481,157.38,13.36,-0.12,78.9,1,-100,-10,0,6,36,6,13828122,452,0,5,5.52,42,19.66,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:04:28Z,54016,2
30.51,1544619888,310.86,51.490596,7.416968,154.69,0,0,104.09,1,-95,-11,3,6,41,8,13416987,62,2,5,7.4,102,6.09,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:04:48Z,52410,2
40.03,1544619897,310.86,51.490596,7.416968,154.53,0,0,104.09,1,-95,-9,4,9,39,8,13416987,62,3,4,10.55,77,16.55,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:04:57Z,52410,2
51.38,1544619909,310.86,51.490596,7.416968,154.35,0,0,94.43,1,-94,-12,2,5,43,8,13416987,62,4,6,3.97,1471,18.06,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:05:09Z,52410,2
60.64,1544619918,380.39,51.489883,7.41747,150.29,14.23,0.37,163.82,1,-96,-13,1,5,42,8,13416987,62,5,4,3.16,671,20.5,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:05:18Z,52410,2
72.68,1544619930,559.1,51.488278,7.4177670000000004,149.74,15.63,-0.04,180.87,1,-99,-14,-10,4,41,6,13416986,61,6,1,1.06,220,19.83,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:05:30Z,52410,2
80.96,1544619938,682.65,51.487229,7.418084,143.88,15.07,0.63,140.51,1,-104,-17,-7,4,38,6,13416986,61,7,7,4.36,761,21.27,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:05:38Z,52410,2
91.25,1544619949,822.79,51.486137,7.418663,139.54,9.77,-0.24,196.75,1,-99,-13,-1,8,38,6,13416986,61,8,6,1.36,395,21.38,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:05:49Z,52410,2
102.03,1544619959,929.4,51.485208,7.418861,147.94,11.87,0.94,157.48,1,-105,-17,-8,4,38,6,13416986,61,9,5,1.19,1022,17.41,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:05:59Z,52410,2
113.1,1544619970,1066.37,51.483997,7.418535,144.94,14.04,0.01,208.26,1,-108,-18,-8,4,35,6,13416986,61,10,2,0.82,6095,17.22,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:06:10Z,52410,2
119.91,1544619977,1151.12,51.483347,7.41781,142.17,14.16,0.04,213.03,1,-107,-18,-10,4,35,43,12897049,306,11,2,3.61,152,16.61,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:06:17Z,50379,2
130.24,1544619987,1298.43,51.48221,7.41697,145.81,10.45,-0.56,198.91,1,-99,-12,1,6,38,17,13427483,146,12,2,3.07,294,17.12,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:06:27Z,52451,2
140.95,1544619998,1352.03,51.4818,7.416759,146.98,0,-0.75,201.79,1,-100,-15,-3,6,40,17,13427483,146,13,0.1,0.25,536,16.3,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:06:38Z,52451,2
150.26,1544620008,1352.03,51.4818,7.416759,147.05,0,0,201.79,1,-99,-16,-8,4,43,17,13427483,146,14,2,1.41,581,12.03,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:06:48Z,52451,2
160.41,1544620017,1352.03,51.4818,7.416759,147.1,0,0,201.79,1,-102,-16,-6,5,39,10,13884185,146,15,8,5.31,359,15.42,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:06:57Z,54235,2
169.93,1544620027,1355.67,51.481702,7.416686,148.36,3.74,1.3,200.67,1,-95,-14,-2,6,45,10,13884185,27,16,7,8.9,83,19.47,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:07:07Z,54235,2
180.29,1544620037,1430.84,51.481495,7.417627,151.3,13.08,1.66,83.12,1,-88,-12,5,5,50,9,13884185,27,17,4,5.6,388,20.03,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:07:17Z,54235,2
189.98,1544620047,1558.28,51.481608,7.419499,149.9,15.23,0.22,86.04,1,-88,-10,-4,6,46,11,13495579,134,18,3,7.71,35,20.08,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:07:27Z,52717,2
199.97,1544620057,1707.74,51.481753,7.421657,139.88,14.97,0.1,81.37,1,-87,-12,-2,6,51,11,13495577,135,19,0.1,1.95,41,13.41,1750,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:07:37Z,52717,2
209.95,1544620067,1852.69,51.482037,7.423682,128.29,13.37,0.3,77.12,1,-95,-13,-2,6,43,16,13884417,385,20,6,7.37,41,18.62,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:07:47Z,54236,2
220.14,1544620077,1985.56,51.482316,7.42555,123.97,11.5,0.34,78.76,1,-98,-12,-1,7,38,16,13884417,385,21,7,5.45,60,18.94,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:07:57Z,54236,2
231.97,1544620090,2103.19,51.48255,7.427233,134.81,11.53,0.95,79.1,1,-92,-13,0,6,46,16,13884417,385,22,0.1,0.11,568,14.12,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:08:10Z,54236,2
241.37,1544620099,2229.57,51.482587,7.429102,138.38,14.5,0.48,94.1,1,-95,-13,-1,6,44,16,13884417,385,23,8,4.7,57,18.14,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:08:19Z,54236,2
253.26,1544620110,2382.02,51.482393,7.431236,139.59,6.59,-2.06,97.71,1,-98,-16,-3,5,43,22,13884161,51,24,7,3.51,1351,10.48,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:08:30Z,54235,2
261.31,1544620118,2392.33,51.482386,7.431318,139.54,0,0,98.57,1,-93,-12,1,5,44,12,13884417,385,25,8,2.97,662,12.62,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:08:38Z,54236,2
272.2,1544620130,2392.33,51.482386,7.431318,139.55,0,0,98.57,1,-93,-12,-1,6,45,12,13884417,385,26,8,4.73,9189,18.02,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:08:50Z,54236,2
281.52,1544620139,2392.33,51.482386,7.431318,139.54,0,0,98.57,1,-93,-12,4,6,46,12,13884417,385,27,3,5.73,650,17.83,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:08:59Z,54236,2
290.48,1544620148,2417.92,51.482362,7.431911,141.23,10.23,0.88,94.89,1,-90,-12,4,5,47,12,13884417,385,28,7,6.76,609,11.84,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:09:08Z,54236,2
300.09,1544620157,2544.25,51.482206,7.433757,140.34,13.71,-0.15,96.1,1,-91,-12,6,6,47,12,13884417,385,29,5,7.01,33,15.75,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:09:17Z,54236,2
310.47,1544620168,2668.31,51.482084,7.435509,140.78,9.67,-0.05,95.16,1,-89,-12,3,9,48,12,13884417,385,30,3,3.83,574,20.33,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:09:28Z,54236,2
319.85,1544620177,2767.94,51.481987,7.436951,145.14,10.73,-0.79,95.58,1,-84,-7,13,8,48,12,13884417,385,31,7,7.35,47,14.23,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:09:37Z,54236,2
329.89,1544620187,2848.9,51.481898,7.438084,146.14,3.5,-0.11,96.14,1,-90,-9,5,8,43,12,13884417,385,32,8,7.44,46,20.2,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:09:47Z,54236,2
339.85,1544620197,2866.49,51.481875,7.438422,146.21,4.25,2.08,92.05,1,-87,-9,6,10,50,12,13884417,385,33,5,6.92,38,17.06,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:09:57Z,54236,2
349.82,1544620207,2932.81,51.481797,7.43944,149.49,10.97,0.58,94.31,1,-84,-8,17,10,49,12,13884417,385,34,0.1,3.69,39,4.05,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:10:07Z,54236,2
360.04,1544620217,3069,51.481656,7.441398,152.04,12.16,-0.32,103.78,1,-90,-10,13,8,44,12,13884417,385,35,10,8.25,40,16.61,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:10:17Z,54236,2
370.2,1544620227,3202.07,51.480847,7.44287,154.01,12.3,-0.3,132.4,1,-85,-9,-3,6,49,13,12896769,375,36,8,14.11,140,13.78,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:10:27Z,50378,2
379.82,1544620237,3301.25,51.48001,7.443375,158.75,11.88,0.33,155.5,1,-73,-12,30,9,63,13,12896769,375,37,6,16.74,38,-5.09,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:10:37Z,50378,2
389.85,1544620247,3439.2,51.478934,7.444342,160.67,14.93,-0.29,151.72,1,-70,-7,28,15,63,13,12896769,375,38,7,16.36,56,-2.91,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:10:47Z,50378,2
399.81,1544620257,3588.25,51.477758,7.445377,161.44,14.91,0.07,151.33,1,-67,-8,22,14,63,13,12896769,375,39,5,14.02,42,-2.52,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:10:57Z,50378,2
409.83,1544620267,3740.03,51.476542,7.44642,159.41,14.88,-0.16,152.05,1,-58,-8,29,15,63,13,12896769,375,40,0.5,9.95,45,-12.79,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:11:07Z,50378,2
419.96,1544620277,3877.45,51.475484,7.447345,159.84,12.31,-0.34,148.93,1,-62,-6,22,1,63,13,12896769,375,41,1,9.58,29,-6,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:11:17Z,50378,2
439.86,1544620296,4025.06,51.474465,7.44855,162.84,0,-0.87,140.04,1,-66,-9,18,12,63,13,12896769,375,43,5,13.39,46,-5.78,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:11:36Z,50378,2
449.87,1544620307,4025.06,51.474465,7.44855,162.83,0,0,140.04,1,-69,-11,19,11,63,13,12896769,375,44,4,15.01,45,-3.5,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:11:47Z,50378,2
459.94,1544620317,4025.06,51.474465,7.44855,162.81,0,0,140.04,1,-69,-11,19,12,63,13,12896769,375,45,9,14.16,33,-2.55,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:11:57Z,50378,2
469.9,1544620326,4025.06,51.474465,7.44855,162.77,0,0,140.04,1,-68,-11,19,12,63,13,12896769,375,46,9,14.52,57,-3.52,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:12:06Z,50378,2
480.01,1544620337,4025.06,51.474465,7.44855,162.57,0,0,140.04,1,-67,-11,18,12,63,13,12896769,375,47,6,14.25,45,-3.75,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:12:17Z,50378,2
489.86,1544620347,4025.06,51.474465,7.44855,162.46,0,0,140.04,1,-68,-10,21,12,63,13,12896769,375,48,10,13.49,43,0.94,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:12:27Z,50378,2
499.81,1544620357,4078.14,51.473974,7.449241,162.37,12.41,0.79,137.99,1,-56,-9,16,11,63,13,12896769,375,49,0.1,4.85,43,-9.36,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:12:37Z,50378,2
509.9,1544620367,4215.73,51.473177,7.450781,161.37,14.66,0.17,124.28,1,-71,-16,-5,5,63,13,12896769,375,50,10,14.17,38,-1.81,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:12:47Z,50378,2
519.86,1544620377,4356.27,51.4727,7.452628,160.99,13.69,-0.3,107.31,1,-62,-11,19,15,63,1,12896770,377,51,9,15.57,40,-4.34,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:12:57Z,50378,2
539.87,1544620397,4628.87,51.471977,7.456396,160.16,14.62,0.15,113.17,1,-79,-12,19,12,57,1,12896770,377,53,9,15.25,34,9.98,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:13:17Z,50378,2
549.85,1544620407,4758.5,51.471454,7.458018,154.85,10.3,-0.91,117.01,1,-86,-12,13,12,50,1,12896770,377,54,9,16.22,36,16.73,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:13:27Z,50378,2
559.83,1544620417,4837.81,51.471151,7.459003,152.5,3.9,-1.02,115.57,1,-86,-11,16,10,49,1,12896770,377,55,0.5,7.39,39,11.72,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:13:37Z,50378,2
569.88,1544620427,4843.9,51.471141,7.459042,152.5,0,0,114.95,1,-83,-11,19,12,55,1,12896770,377,56,9,16.32,44,8.73,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:13:47Z,50378,2
579.86,1544620437,4843.9,51.471141,7.459042,152.58,0,0,114.95,1,-83,-11,16,11,55,1,12896770,377,57,3,13.22,42,8.72,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:13:57Z,50378,2
589.83,1544620447,4843.9,51.471141,7.459042,152.61,0,0,114.95,1,-82,-12,21,11,55,1,12896770,377,58,1,8.92,37,8.59,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:14:07Z,50378,2
599.82,1544620456,4843.9,51.471141,7.459042,152.54,0,0,112.9,1,-83,-12,20,12,55,1,12896770,377,59,3,12.22,38,12.09,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:14:16Z,50378,2
609.84,1544620467,4903.8,51.470859,7.459985,152.38,8.82,-0.19,114.25,1,-83,-11,15,10,54,1,12896770,377,60,0.5,9.05,40,6.05,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:14:27Z,50378,2
619.89,1544620477,4999.63,51.47053,7.461271,151.37,9.99,-0.01,115.1,1,-88,-12,5,7,49,1,12896770,377,61,7,11.86,40,17.14,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:14:37Z,50378,2
629.86,1544620487,5107.35,51.470121,7.462663,151.51,12.73,0.7,115.24,1,-87,-12,7,7,49,1,12896770,377,62,5,8.48,60,16.83,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:14:47Z,50378,2
639.99,1544620497,5245.04,51.469639,7.464562,149.02,16.34,0.13,107.79,1,-93,-9,13,11,42,1,12896770,377,63,9,7.17,57,16.66,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:14:57Z,50378,2
650.14,1544620507,5418.79,51.469431,7.467092,152.59,15.68,0.23,89.92,1,-97,-14,4,5,42,1,12896770,377,64,0.1,1.6,222,18.7,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:15:07Z,50378,2
659.9,1544620517,5571.2,51.469641,7.469248,152.93,18.05,0.13,80.17,1,-92,-11,4,8,43,1,12896770,377,65,3,10.85,30,19,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:15:17Z,50378,2
669.89,1544620527,5751.76,51.469866,7.471836,155.8,18.3,-0.66,87.8,1,-95,-10,19,5,40,1,12896770,377,66,6,5,49,17.02,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:15:27Z,50378,2
680.11,1544620537,5947.01,51.469677,7.474626,164.22,18.25,-0.75,97.57,1,-97,-15,-2,5,44,1,12896770,377,67,7,1.23,51,15.11,880,suburban,o2,2018-12-12T13:04:17Z,2018-12-12T13:15:37Z,50378,2
