time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,txPower_dbm,f_mhz,scenario,provider,start_time,timestamp,enodeb,drive_id
379.74,1547646857,3224.02,51.480659,7.443068,159.24,12.52,-0.83,151.39,1,-92,-6,7,9,44,7,28367105,85,37,9,15.65,37,15.67,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:54:17Z,110809,10
389.73,1547646867,3366.51,51.479429,7.443826,161.07,16.96,0.04,152.35,1,-100,-13,-4,6,41,7,28368386,213,38,8,5.83,58,20.16,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:54:27Z,110814,10
400.38,1547646878,3552.26,51.477976,7.445114,162.45,16.76,0.08,151.67,1,-106,-11,-8,5,39,12,28367105,85,39,4,10.1,400,20.8,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:54:38Z,110809,10
409.71,1547646887,3698.46,51.476828,7.446104,162.71,15.84,0.27,151.62,1,-98,-8,3,8,40,7,28368384,215,40,3,23.69,41,20.25,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:54:47Z,110814,10
419.7,1547646897,3847.94,51.475641,7.447116,164.24,13.9,-0.18,151.61,1,-86,-5,20,15,50,11,29568768,415,41,2,11.35,43,11.77,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:54:57Z,115503,10
429.71,1547646907,3969.86,51.47476,7.448051,165.58,7.67,-1.38,142.64,1,-101,-9,7,7,39,8,28368384,215,42,2,11.37,37,20.84,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:55:07Z,110814,10
439.73,1547646917,4000.9,51.474574,7.448294,164.94,0,0,142.42,1,-98,-9,2,6,42,8,28368384,215,43,10,14.96,43,10.86,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:55:17Z,110814,10
449.76,1547646927,4000.9,51.474574,7.448294,164.81,0,0,142.42,1,-98,-8,5,7,41,8,28368384,215,44,10,15.49,53,15.94,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:55:27Z,110814,10
459.74,1547646937,4000.9,51.474574,7.448294,164.7,0,0,142.42,1,-99,-8,6,5,40,8,28368384,215,45,6,14.06,43,16.86,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:55:37Z,110814,10
469.84,1547646947,4000.9,51.474574,7.448294,164.6,0,0,142.42,1,-99,-8,6,9,39,8,28368384,215,46,10,6.57,47,16.86,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:55:47Z,110814,10
481.22,1547646958,4000.9,51.474574,7.448294,164.43,0,0,130.45,1,-99,-9,1,4,41,8,28368384,215,47,6,12.99,437,20.42,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:55:58Z,110814,10
489.71,1547646967,4043.89,51.474184,7.448861,165.32,10.09,0.61,139.3,1,-93,-7,8,8,45,8,28368384,215,48,4,20.54,40,19.34,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:56:07Z,110814,10
499.72,1547646977,4165.06,51.473432,7.450094,164.99,11.09,-0.71,129.59,1,-83,-5,36,15,54,7,29568768,415,49,6,33.73,37,11.11,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:56:17Z,115503,10
509.68,1547646987,4293.18,51.472857,7.451796,165.12,18.49,1.12,111.98,1,-83,-5,25,15,53,7,29568768,415,50,0.1,5.03,37,13,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:56:27Z,115503,10
519.7,1547646997,4466.18,51.47244,7.45415,163.65,15.77,-0.23,104.13,1,-83,-6,19,11,52,7,29568768,415,51,0.1,4.57,36,9.61,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:56:37Z,115503,10
529.7,1547647007,4611.88,51.472034,7.456111,162.39,12.86,-0.13,112.59,1,-87,-5,25,12,48,7,29568768,415,52,0.5,8.68,40,15.36,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:56:47Z,115503,10
539.71,1547647017,4739.73,51.471529,7.457761,158.37,13.56,0.11,116.98,1,-91,-7,22,9,46,7,29568768,415,53,0.5,9.73,43,17.12,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:56:57Z,115503,10
549.75,1547647027,4849.96,51.471087,7.459137,154.6,6.14,-1.66,115.57,1,-97,-9,13,11,43,7,29568768,415,54,6,27.2,42,20.61,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:57:07Z,115503,10
559.71,1547647037,4868.66,51.471015,7.459327,154.42,0,0,118.76,1,-95,-9,19,11,47,7,29568768,415,55,2,12.68,50,20.5,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:57:17Z,115503,10
569.87,1547647047,4868.66,51.471015,7.459327,154.32,0,0,118.76,1,-93,-9,17,9,48,7,29568768,415,56,1,12.21,38,16.72,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:57:27Z,115503,10
579.75,1547647057,4868.66,51.471015,7.459327,154.15,0,0,118.76,1,-99,-10,16,8,43,7,29568768,415,57,10,22.68,37,19.25,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:57:37Z,115503,10
589.71,1547647067,4868.66,51.471015,7.459327,154.12,0,0,118.76,1,-94,-9,22,10,47,7,29568768,415,58,9,20.81,46,18.78,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:57:47Z,115503,10
599.77,1547647077,4868.66,51.470974,7.459468,155.11,0,0,113.7,1,-97,-10,17,6,45,7,29568768,415,59,0.1,4.6,52,19.72,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:57:57Z,115503,10
609.73,1547647087,4971.83,51.470585,7.460955,155.5,14.59,0.01,113.15,1,-92,-8,1,6,48,6,29568769,416,60,4,12.54,34,19.52,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:58:07Z,115503,10
619.71,1547647098,5114.53,51.470049,7.462808,154.85,12.7,-0.24,115.54,1,-99,-10,2,7,40,13,26378498,495,61,10,16.16,40,17.78,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:58:18Z,103041,10
629.78,1547647107,5245.52,51.469605,7.464577,156.57,13.02,0.14,106.88,1,-99,-9,2,6,39,13,26378498,495,62,1,10.74,37,20.58,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:58:27Z,103041,10
639.73,1547647117,5381.73,51.469419,7.46655,155.28,15.16,0.13,93.42,1,-98,-9,5,7,41,14,29401601,354,63,2,18.18,40,20.38,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:58:37Z,114850,10
649.72,1547647127,5549.61,51.469599,7.469003,154.9,18.05,0.21,80.93,1,-107,-11,3,8,35,14,29401601,354,64,5,16.45,37,21.34,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:58:47Z,114850,10
659.68,1547647137,5734.73,51.469827,7.471696,157.54,18.91,0.78,87.55,1,-102,-9,0,5,37,20,31263232,281,65,0.5,8.39,39,20.33,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:58:57Z,122122,10
669.79,1547647147,5920.4,51.469646,7.474344,164.02,18.63,0.46,98.71,1,-103,-12,1,4,40,20,31263232,281,66,6,7.31,41,20.75,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:59:07Z,122122,10
679.71,1547647157,6080.43,51.469532,7.476648,171.75,12.07,-0.81,89.16,1,-104,-14,-5,5,42,22,30492930,219,67,3,9.35,41,21.02,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:59:17Z,119113,10
689.78,1547647167,6200.54,51.469675,7.478366,171.65,9.79,-0.75,77.49,1,-94,-12,-3,6,49,10,29913344,432,68,9,24.28,43,20.36,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:59:27Z,116849,10
699.72,1547647177,6254.87,51.469814,7.479059,171.44,0,0,74.34,1,-89,-6,13,8,48,8,26378497,496,69,3,21.92,54,17.14,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:59:37Z,103041,10
709.73,1547647187,6254.87,51.469814,7.479059,171.3,0,0,74.34,1,-88,-6,13,9,49,8,26378497,496,70,5,26.11,56,19.5,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:59:47Z,103041,10
719.75,1547647197,6254.87,51.469831,7.479278,168.89,5.86,0,75.93,1,-88,-7,13,10,49,8,26378497,496,71,8,29.16,52,18.23,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T13:59:57Z,103041,10
729.74,1547647207,6355.25,51.470119,7.480706,168.61,13.74,-0.86,71.91,1,-86,-7,4,8,51,8,26378497,496,72,9,25.79,53,17.34,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:00:07Z,103041,10
739.84,1547647217,6462.29,51.469909,7.481819,171.37,13.61,1.7,161.11,1,-91,-8,2,7,50,8,26378497,496,73,8,18.7,41,16.66,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:00:17Z,103041,10
749.74,1547647227,6596.01,51.468719,7.482266,173.61,12.85,-0.18,167.58,1,-94,-8,5,9,44,7,29913344,432,74,9,20.82,38,15.92,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:00:27Z,116849,10
759.74,1547647237,6714.91,51.467691,7.482666,175.09,8.71,-1.35,169.78,1,-94,-7,5,8,45,7,29913344,432,75,8,25.66,39,16.12,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:00:37Z,116849,10
769.76,1547647247,6846.15,51.466446,7.482613,172.94,16.32,0.44,190.48,1,-91,-7,7,8,47,7,29913344,432,76,8,23.21,44,15.77,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:00:47Z,116849,10
779.73,1547647257,7001.66,51.465154,7.481741,164.6,15.32,0.3,202.8,1,-81,-6,11,15,57,7,29913344,432,77,10,30.35,38,7.67,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:00:57Z,116849,10
789.71,1547647267,7156.1,51.463846,7.480995,168.4,15.72,-0.16,196.76,1,-81,-6,16,15,56,2,29913346,433,78,1,12.16,38,3.91,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:01:07Z,116849,10
799.73,1547647277,7294.39,51.462679,7.480476,170.7,8.23,-0.72,195.8,1,-70,-5,27,15,63,2,29913346,433,79,1,12.8,49,-8.42,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:01:17Z,116849,10
809.7,1547647287,7339.52,51.462321,7.480319,171.06,1.95,-0.06,195.01,1,-83,-6,25,11,53,2,29913346,433,80,0.1,4.57,38,9.91,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:01:27Z,116849,10
819.69,1547647297,7345.67,51.462279,7.480298,171.02,0,0,193.82,1,-85,-6,15,12,52,2,29913346,433,81,1,14.57,48,5.23,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:01:37Z,116849,10
829.74,1547647308,7345.67,51.462279,7.480298,171.04,0,0,193.82,1,-85,-5,23,11,51,2,29913346,433,82,8,33.4,38,13.3,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:01:48Z,116849,10
839.76,1547647317,7345.67,51.462279,7.480298,171.04,0,0,193.82,1,-86,-7,22,12,50,2,29913346,433,83,9,33.32,47,16.82,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:01:57Z,116849,10
849.73,1547647327,7345.67,51.462279,7.480298,170.98,0,0,193.82,1,-86,-6,21,15,50,2,29913346,433,84,6,26.8,40,15.78,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:02:07Z,116849,10
859.7,1547647337,7349.74,51.462155,7.480236,171.32,2.48,-1.59,193.62,1,-85,-7,23,10,53,2,29913346,433,85,0.5,6.38,37,12.19,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:02:17Z,116849,10
869.73,1547647347,7360.69,51.462033,7.48032,172.13,6.95,1.8,97.28,1,-88,-6,18,11,49,2,29913346,433,86,5,28.41,43,16.77,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:02:27Z,116849,10
879.78,1547647357,7477.95,51.462014,7.482056,172.85,13.55,0.72,92.64,1,-73,-7,12,7,58,2,29913346,433,87,0.1,2.73,37,3.14,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:02:37Z,116849,10
889.73,1547647367,7610.67,51.461985,7.483901,178.76,9.77,-0.54,94.64,1,-93,-6,18,11,43,2,29913345,434,88,3,23.79,39,18.25,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:02:47Z,116849,10
899.75,1547647377,7722.27,51.461045,7.484536,183.7,15.36,0.11,171.57,1,-85,-8,19,1,54,2,29913345,434,89,9,29.5,48,13.47,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:02:57Z,116849,10
909.7,1547647388,7874.6,51.459602,7.48438,191.63,15.84,0.47,188.78,1,-100,-11,3,5,41,2,29913345,434,90,6,12.2,42,19.44,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:03:08Z,116849,10
919.72,1547647397,8034.86,51.458171,7.483869,199.6,16.19,0.14,191.47,1,-101,-11,-3,5,41,2,29913345,434,91,5,13.48,53,20.39,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:03:17Z,116849,10
929.75,1547647407,8199.22,51.456692,7.48338,211.9,16.9,-0.03,190.84,1,-95,-11,7,8,45,7,28371200,68,92,7,16.22,38,17.03,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:03:27Z,110825,10
939.73,1547647417,8366.89,51.45519,7.483287,220.15,17.07,-0.4,176.72,1,-92,-9,6,8,47,5,28371202,67,93,5,22.43,37,15.61,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:03:37Z,110825,10
949.72,1547647427,8540.85,51.453715,7.484331,227.86,17.97,0.35,144.74,1,-94,-7,9,11,43,5,28371202,67,94,6,26.04,40,17.38,1720,suburban,tmobile,2019-01-16T13:47:57Z,2019-01-16T14:03:47Z,110825,10
9.82,1547702766,77.79,51.449403,7.48844,248.97,11.31,0.45,175.78,1,-99,-10,8,8,42,7,28371201,66,0,9,6.82,36,17.3,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:26:06Z,110825,10
20.15,1547702776,219.2,51.448132,7.488087,254.06,13.5,0.07,195.83,1,-107,-10,-2,6,33,9,27771909,271,1,0.5,7.56,282,19.89,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:26:16Z,108484,10
29.68,1547702786,340.64,51.447035,7.48793,256.55,14.13,0.21,174.55,1,-104,-9,5,9,36,9,27771909,271,2,6,13.49,38,21.23,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:26:26Z,108484,10
39.66,1547702796,485.65,51.44584,7.488875,264.11,15.22,0.31,142.37,1,-104,-8,11,9,36,9,27771909,271,3,3,8.88,54,21.12,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:26:36Z,108484,10
49.7,1547702806,635.59,51.445006,7.490645,268.82,13.29,-0.54,126.44,1,-107,-11,4,5,34,13,28371201,66,4,6,5.54,42,21.11,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:26:46Z,110825,10
59.66,1547702815,723.2,51.444608,7.49159,271.9,0,-1.59,129.29,1,-109,-9,3,7,32,6,27771907,272,5,3,11.52,41,21.58,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:26:55Z,108484,10
69.68,1547702825,723.2,51.444608,7.49159,272.44,0,0,157.65,1,-107,-8,20,7,32,6,27771907,272,6,8,30.58,44,16.94,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:27:05Z,108484,10
79.67,1547702835,814.41,51.443764,7.490943,275.12,14.16,0.51,216.1,1,-74,-5,32,15,63,6,27771907,272,7,9,36.46,40,-0.3,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:27:15Z,108484,10
89.63,1547702846,975.72,51.442606,7.489566,277.53,16.06,-0.18,216.83,1,-76,-5,31,15,60,6,27771907,272,8,2,27.54,39,-4.31,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:27:26Z,108484,10
99.66,1547702856,1133.41,51.441522,7.488034,278.22,15.32,-0.21,228.43,1,-67,-5,33,15,63,6,27771907,272,9,8,35.16,42,-7.55,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:27:36Z,108484,10
109.68,1547702866,1279.45,51.440753,7.486354,279.79,15.24,0.13,232.56,1,-78,-5,19,6,58,1,27771908,270,10,7,32.41,39,-0.45,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:27:46Z,108484,10
119.68,1547702876,1431.76,51.439924,7.484576,283.64,15.1,-0.37,232.31,1,-72,-5,32,15,63,1,27771908,270,11,9,38.14,39,-1.38,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:27:56Z,108484,10
129.66,1547702886,1583.49,51.439116,7.482609,284.75,15.09,0.12,239.98,1,-81,-6,30,12,53,1,27771908,270,12,2,24.43,41,-1.62,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:28:06Z,108484,10
139.65,1547702896,1740.74,51.438411,7.480476,286.62,16.96,0.25,241.18,1,-94,-7,21,10,40,1,27771908,270,13,1,11.44,37,16.61,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:28:16Z,108484,10
149.67,1547702906,1894.5,51.437748,7.478495,288.51,13.22,-0.59,243.6,1,-105,-8,7,10,34,1,27771908,270,14,7,7.3,52,21.09,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:28:26Z,108484,10
159.65,1547702915,2022.23,51.437216,7.476698,286.8,11.73,-0.73,262.06,1,-107,-9,0,6,35,1,27771908,270,15,5,18.21,48,21.94,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:28:35Z,108484,10
169.66,1547702925,2121.83,51.437775,7.476702,287.7,13.84,0.65,50.36,1,-79,-4,31,15,57,1,27771908,270,16,5,31.7,38,2.83,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:28:45Z,108484,10
179.75,1547702936,2303.7,51.438732,7.478928,285.04,22.53,0.36,58.4,1,-81,-4,32,15,58,1,27771908,270,17,10,28.81,40,2.48,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:28:56Z,108484,10
189.67,1547702945,2534.97,51.439958,7.481615,281.06,22.93,-0.1,48.69,1,-86,-5,27,15,51,1,27771908,270,18,5,34.6,39,11.34,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:29:05Z,108484,10
199.69,1547702956,2755.7,51.441427,7.483694,275.69,21.79,-0.03,34,1,-85,-5,22,15,52,1,27771908,270,19,6,19.54,44,12.88,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:29:16Z,108484,10
209.64,1547702966,2966.54,51.443073,7.485089,273.42,20.33,-0.11,23.71,1,-72,-6,39,15,63,1,27771909,271,20,0.5,9.01,41,-5.81,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:29:26Z,108484,10
219.66,1547702976,3150.03,51.444554,7.486144,268.66,14.83,-0.17,39.02,1,-71,-5,40,15,63,1,27771909,271,21,7,35.29,38,-6.03,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:29:36Z,108484,10
229.65,1547702985,3282.04,51.444263,7.487511,263.23,13.26,0.49,175.48,1,-69,-5,30,15,63,1,27771909,271,22,4,31.94,37,-5.38,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:29:45Z,108484,10
239.64,1547702995,3420.3,51.443735,7.48596,264.24,17.6,0.91,266.45,1,-82,-6,40,12,55,1,27771909,271,23,5,29.52,38,10.77,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:29:55Z,108484,10
249.65,1547703006,3629.85,51.443695,7.482894,265.72,22.99,0.15,267.34,1,-74,-5,27,13,59,1,27771909,271,24,2,25.08,47,-4.66,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:30:06Z,108484,10
259.64,1547703015,3871.8,51.443533,7.479411,263.43,25.04,-0.08,262.42,1,-87,-6,31,12,47,1,27771909,271,25,0.5,10.28,36,10.25,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:30:15Z,108484,10
269.65,1547703025,4110.6,51.443246,7.476017,259.04,23.36,0.17,261.25,1,-86,-6,27,15,49,1,27771909,271,26,5,16.66,37,10.83,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:30:25Z,108484,10
279.67,1547703036,4346.24,51.4428,7.472648,251.06,26.47,0.7,257.64,1,-100,-6,10,6,37,10,30422273,155,27,6,13.31,43,19.05,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:30:36Z,118837,10
289.66,1547703045,4641.36,51.442258,7.468395,243.01,31.44,0.1,258.06,1,-108,-9,3,10,32,10,30422273,155,28,10,14.95,38,21.38,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:30:45Z,118837,10
299.66,1547703056,4950.25,51.441791,7.464038,237.46,29.99,0.09,262.42,1,-100,-6,11,9,37,27,31281409,195,29,2,10.06,38,20.27,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:30:56Z,122193,10
309.7,1547703066,5268.45,51.441566,7.459453,231.38,32.14,-1.49,268.21,1,-104,-8,6,8,35,27,31281409,195,30,8,11.32,46,21.02,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:31:06Z,122193,10
319.67,1547703076,5568.69,51.441559,7.45516,229.67,29.94,0.15,270.9,1,-99,-6,8,9,37,16,33527552,270,31,5,24.08,39,17.06,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:31:16Z,130967,10
329.65,1547703086,5872.15,51.44179,7.450796,228.99,31.57,0.38,277.32,1,-85,-5,27,12,52,16,33527552,376,32,8,32.99,36,12.83,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:31:26Z,130967,10
339.63,1547703095,6206.97,51.442301,7.446016,227.85,34.73,0.03,282.49,1,-73,-5,27,15,63,16,33527552,376,33,0.5,9.69,38,-5,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:31:35Z,130967,10
349.67,1547703106,6559.94,51.443125,7.44108,221.35,35.87,0.16,287.03,1,-70,-4,32,14,63,16,33527552,376,34,5,27.91,38,-7.28,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:31:46Z,130967,10
359.68,1547703115,6928.92,51.444257,7.436067,214.03,37.23,0.2,292.21,1,-82,-5,22,13,54,1,33527554,375,35,8,31.59,37,10.14,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:31:55Z,130967,10
369.67,1547703126,7298.46,51.445786,7.431393,204.34,36.89,-0.14,304.3,1,-83,-6,10,9,54,1,33527554,375,36,7,34.63,43,11.8,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:32:06Z,130967,10
379.72,1547703135,7667.41,51.44801,7.427559,189.11,35.82,-0.33,318.98,1,-88,-7,5,9,51,1,33527554,375,37,10,26.41,46,15.55,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:32:15Z,130967,10
389.62,1547703146,8039.16,51.450824,7.424739,175.98,37.2,-0.11,335,1,-95,-8,2,5,43,1,33527554,375,38,0.5,5.23,37,20.62,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:32:26Z,130967,10
399.67,1547703156,8407.32,51.453923,7.4231,161.83,35.04,-0.39,343.82,1,-96,-12,1,6,48,49,27771140,49,39,7,21.54,36,18.25,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:32:36Z,108481,10
409.66,1547703166,8751.13,51.45685,7.421619,154.41,32.74,-0.18,337.79,1,-96,-16,-3,8,50,10,33837570,370,40,6,27.51,46,12.55,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:32:46Z,132178,10
419.64,1547703175,9081.96,51.459515,7.41948,152.33,33.83,0.01,328.5,1,-83,-7,1,12,52,27,33527554,375,41,0.1,4.35,39,-4.48,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:32:55Z,130967,10
429.67,1547703185,9416.4,51.461938,7.416626,152.78,33.73,0.13,319.44,1,-80,-7,10,9,57,8,27770883,35,42,8,29.75,41,6.48,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:33:05Z,108480,10
439.73,1547703195,9745.76,51.464013,7.41327,150.43,32.54,0.1,310.95,1,-91,-8,8,7,48,8,27770883,35,43,8,28.36,40,16.53,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:33:15Z,108480,10
449.62,1547703205,10074.03,51.465862,7.409566,152.78,32.57,0.07,307.95,1,-79,-6,17,12,55,4,27770885,33,44,0.5,10.47,33,5.27,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:33:25Z,108480,10
459.73,1547703215,10399.62,51.467698,7.405942,153.64,31.47,-0.02,312.04,1,-84,-8,2,10,53,4,27770885,33,45,10,34.36,37,15.11,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:33:35Z,108480,10
469.69,1547703226,10710.47,51.469614,7.402649,157.28,29.78,-0.78,314.32,1,-84,-8,14,11,59,19,27771140,49,46,1,12.82,37,3.09,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:33:46Z,108481,10
479.67,1547703236,10989.22,51.471395,7.399885,157.14,26.35,0.05,317.43,1,-82,-8,24,10,60,19,27771140,49,47,4,22.05,38,12.53,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:33:56Z,108481,10
489.76,1547703245,11260.03,51.473217,7.397281,164.87,26.39,-0.18,320.65,1,-85,-8,16,6,56,19,27771140,49,48,0.1,3.85,50,6.72,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:34:05Z,108481,10
499.69,1547703255,11527.28,51.475164,7.394979,169.26,28.07,0.1,327.39,1,-81,-9,22,10,59,7,27771140,49,49,3,24.24,44,10.83,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:34:15Z,108481,10
509.68,1547703266,11780.92,51.477153,7.393323,172.66,22.09,-0.66,337.58,1,-85,-10,18,9,56,7,27771140,49,50,5,14.32,37,11.17,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:34:26Z,108481,10
519.63,1547703276,11959.34,51.478683,7.393367,177.44,15.83,-0.24,26.16,1,-83,-6,16,13,54,4,27771139,48,51,1,15.62,42,10.27,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:34:36Z,108481,10
529.7,1547703285,12104.25,51.479841,7.39357,182.8,13.76,-0.82,337.36,1,-91,-6,11,8,47,4,27771139,48,52,9,32.33,36,16.56,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:34:45Z,108481,10
539.64,1547703296,12231.06,51.480668,7.394478,186.6,17.33,1.1,57.35,1,-82,-5,13,11,55,4,27771139,48,53,2,19.98,38,9.05,1720,highway,tmobile,2019-01-17T05:25:55Z,2019-01-17T05:34:56Z,108481,10
