time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,txPower_dbm,f_mhz
20.61,1544517889,262.28,51.490680,7.415723,156.46,12.26,-0.48,85.98,1,-101,-17,-10,3,42,9,13828122,452,1,4.00,5.84,174.00,20.22,1750
30.55,1544517899,341.88,51.490587,7.416804,151.39,1.04,-1.53,115.37,1,-96,-13,4,7,41,8,13416987,62,2,0.10,1.60,48.00,17.69,1750
40.30,1544517909,342.92,51.490587,7.416804,151.44,0.00,0.00,107.42,1,-96,-13,0,8,42,8,13416987,62,3,5.00,10.30,49.00,20.69,1750
50.93,1544517919,423.99,51.491246,7.417075,155.14,13.06,-0.81,349.66,1,-91,-11,10,7,46,8,13416987,62,4,5.00,7.32,55.00,16.17,1750
63.15,1544517932,572.71,51.492476,7.416238,158.45,10.83,-1.12,336.69,1,-102,-15,-4,5,38,8,13416987,62,5,2.00,1.68,947.00,19.09,1750
71.86,1544517940,665.82,51.493334,7.415865,159.55,13.63,1.23,342.85,1,-104,-14,-2,6,34,8,13416987,62,6,4.00,1.54,1293.00,20.47,1750
81.51,1544517950,789.46,51.494393,7.415506,154.90,7.79,-0.66,345.80,1,-111,-17,-8,4,30,8,13416987,62,7,0.50,0.54,1976.00,17.09,1750
103.31,1544517972,1023.90,51.494147,7.412220,162.11,14.16,0.52,257.50,1,-99,-14,-4,4,41,10,13542402,34,9,1.00,0.74,607.00,20.03,880
113.95,1544517982,1159.28,51.493867,7.410331,169.65,13.77,0.01,258.26,1,-98,-14,-2,5,42,10,13542402,34,10,0.10,0.41,1162.00,19.08,880
122.36,1544517991,1291.32,51.493612,7.408458,172.77,14.75,-0.15,258.36,1,-100,-15,0,5,40,10,13542402,34,11,6.00,3.34,1578.00,18.09,880
132.48,1544518001,1438.20,51.493332,7.406386,176.67,14.57,0.17,258.29,1,-96,-13,-1,4,42,10,13542402,34,12,9.00,2.97,1095.00,20.84,880
143.31,1544518012,1602.53,51.493063,7.404083,173.71,14.95,-0.35,258.21,1,-105,-16,-4,4,36,10,13542402,34,13,9.00,3.39,1557.00,20.89,880
151.43,1544518020,1714.45,51.492974,7.402539,170.92,10.32,-1.75,269.00,1,-104,-18,-9,2,40,10,13542403,34,14,1.00,1.94,560.00,14.33,880
165.13,1544518034,1753.30,51.492978,7.401922,170.83,5.66,0.00,273.12,1,-91,-12,3,9,47,10,13542403,35,15,6.00,0.87,894.00,19.73,880
174.46,1544518043,1835.25,51.492289,7.401750,169.95,13.59,0.50,181.26,1,-101,-14,-2,5,36,10,13542403,35,16,3.00,0.30,579.00,20.17,880
184.90,1544518054,1977.65,51.491008,7.401732,171.84,14.39,-0.02,180.75,1,-104,-18,-6,3,40,10,13542403,35,17,3.00,0.27,1424.00,21.55,880
192.86,1544518061,2091.19,51.489979,7.401729,178.09,12.27,-1.05,179.57,1,-110,-17,-9,3,33,10,13542403,35,18,0.50,0.05,2383.00,18.03,880
