time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,txPower_dbm,f_mhz
10.56,1544517564,92.04,51.490521,7.413899,162.38,11.99,0.09,79.63,1,-87,-7,25,13,48,7,26385408,95,0,10.00,30.26,36.00,17.08,1720
20.56,1544517574,160.21,51.490613,7.414800,163.23,3.73,0.13,79.24,1,-85,-6,2,10,52,7,26385408,95,1,9.00,27.98,46.00,18.42,1720
30.52,1544517583,204.23,51.490670,7.415399,160.16,3.06,1.06,85.20,1,-82,-8,11,9,57,2,29391105,167,2,8.00,31.75,54.00,15.02,1720
40.51,1544517593,288.71,51.490613,7.416682,157.32,5.69,-2.17,99.65,1,-83,-5,28,11,53,2,29391105,167,3,10.00,33.57,51.00,11.31,1720
50.46,1544517603,304.80,51.490573,7.416875,157.93,0.00,0.00,102.28,1,-79,-5,22,11,57,2,29391105,167,4,0.10,3.60,50.00,6.36,1720
60.51,1544517613,304.80,51.490547,7.417010,157.65,3.71,0.00,101.81,1,-77,-6,27,12,62,2,29391105,167,5,8.00,29.91,59.00,9.38,1720
70.46,1544517623,375.34,51.491150,7.417061,153.15,10.10,-0.73,348.42,1,-96,-7,12,8,40,2,29391105,167,6,0.50,9.11,66.00,18.39,1720
80.51,1544517634,479.17,51.492029,7.416638,154.47,12.72,0.04,337.12,1,-86,-5,17,11,50,2,29391105,167,7,8.00,22.18,71.00,13.22,1720
90.49,1544517643,603.63,51.493087,7.416010,157.09,11.24,-1.45,347.94,1,-99,-8,10,10,41,2,29391105,167,8,2.00,15.49,58.00,20.25,1720
100.54,1544517653,732.66,51.494224,7.415589,155.39,11.80,-0.42,346.17,1,-90,-8,15,10,49,2,29391105,167,9,3.00,23.74,44.00,19.27,1720
110.48,1544517663,819.56,51.494491,7.414644,154.09,11.56,1.40,260.86,1,-92,-9,7,12,47,2,29391105,167,10,2.00,7.71,58.00,17.70,1720
120.55,1544517673,948.55,51.494215,7.412769,157.23,13.56,0.39,257.99,1,-85,-6,11,10,53,3,29391104,165,11,7.00,28.47,41.00,12.72,1720
130.46,1544517683,1086.22,51.493935,7.410825,163.85,14.13,0.31,258.36,1,-80,-6,15,13,58,3,29391104,165,12,0.50,8.58,38.00,5.38,1720
140.56,1544517694,1226.26,51.493648,7.408862,164.97,14.14,-0.40,258.22,1,-85,-10,12,10,56,3,29391104,165,13,0.50,5.08,61.00,5.88,1720
150.46,1544517703,1363.48,51.493381,7.406929,166.12,14.07,-0.08,258.03,1,-84,-6,12,14,52,3,29391106,166,14,0.50,8.05,52.00,10.80,1720
160.48,1544517713,1503.23,51.493142,7.405007,164.55,13.41,-0.30,257.87,1,-90,-8,14,11,49,3,29391106,166,15,3.00,17.22,59.00,19.23,1720
170.57,1544517724,1631.93,51.492979,7.403162,167.58,13.00,0.29,265.80,1,-91,-8,13,8,48,3,29391106,166,16,1.00,8.56,55.00,17.36,1720
180.52,1544517734,1714.16,51.492982,7.402082,166.39,0.00,-1.61,270.91,1,-91,-7,24,6,47,5,26385410,94,17,4.00,19.79,74.00,20.05,1720
190.48,1544517743,1714.16,51.492982,7.402082,166.28,0.00,0.00,270.91,1,-92,-7,24,6,46,5,26385410,94,18,0.10,3.65,46.00,16.55,1720
200.46,1544517753,1714.16,51.492982,7.402082,166.35,0.00,0.00,270.91,1,-91,-8,21,6,48,5,26385410,94,19,0.50,7.56,59.00,15.69,1720
210.54,1544517764,1715.13,51.492934,7.401848,167.26,1.65,0.69,216.19,1,-92,-7,25,7,46,5,26385410,94,20,5.00,24.54,60.00,16.34,1720
220.46,1544517774,1807.84,51.491903,7.401743,170.33,13.32,0.12,180.94,1,-86,-10,23,12,55,5,26385410,94,21,2.00,20.54,48.00,10.28,1720
230.53,1544517784,1943.37,51.490672,7.401716,173.80,13.72,-0.07,180.47,1,-81,-6,36,15,57,5,26385410,94,22,6.00,27.29,47.00,7.98,1720
240.46,1544517793,2048.86,51.489777,7.401703,178.91,2.59,-1.05,179.93,1,-77,-7,26,15,61,5,26385410,94,23,1.00,12.60,46.00,-2.90,1720
250.54,1544517803,2082.24,51.489440,7.401748,181.14,6.28,0.59,156.90,1,-70,-6,35,15,63,5,26385410,94,24,4.00,25.89,61.00,-4.03,1720
260.46,1544517813,2180.65,51.489376,7.403237,180.62,12.26,-0.19,90.97,1,-72,-6,37,13,63,5,26385410,94,25,1.00,14.52,46.00,-5.81,1720
270.51,1544517824,2303.33,51.489370,7.404989,177.85,11.90,-0.28,90.54,1,-71,-6,19,12,63,1,26385408,95,26,10.00,29.21,54.00,-3.33,1720
280.49,1544517833,2408.45,51.489498,7.406456,179.88,8.67,0.19,77.15,1,-74,-6,17,12,63,1,26385408,95,27,10.00,33.25,34.00,9.45,1720
290.46,1544517843,2503.79,51.489710,7.407813,180.18,9.64,-0.51,77.29,1,-76,-8,10,11,62,1,26385408,95,28,5.00,27.93,35.00,9.80,1720
