time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,txPower_dbm,f_mhz
9.79,1545283555,116.48,51.448431,7.488258,257.85,13.89,0.06,191.24,1,-107,-9,16,9,22,7,13415170,315,0,1.00,1.33,48.00,20.39,890
20.06,1545283566,265.24,51.447140,7.487878,261.74,13.95,0.33,179.82,1,-111,-11,-5,5,20,31,13246977,156,1,0.10,1.10,56.00,17.55,890
30.16,1545283575,408.04,51.445941,7.488710,269.01,14.93,0.16,146.43,1,-102,-8,9,11,27,12,13415170,315,2,2.00,4.65,49.00,20.38,890
39.78,1545283585,545.49,51.445144,7.490345,274.68,14.72,-0.60,127.91,1,-107,-15,3,6,26,12,13415170,315,3,0.50,1.28,80.00,19.34,890
50.20,1545283595,652.46,51.444638,7.491541,277.24,4.84,0.23,128.07,1,-113,-10,-1,7,18,24,13417219,440,4,6.00,2.36,56.00,21.02,890
62.13,1545283608,756.06,51.443807,7.491032,277.09,14.22,0.94,215.40,1,-116,-12,5,7,15,81,13067273,288,5,10.00,3.03,2586.00,20.88,1770
81.63,1545283627,1062.59,51.441623,7.488247,277.66,15.25,0.38,226.70,1,-97,-14,1,6,37,22,13417219,440,7,3.00,2.50,1192.00,20.23,890
90.88,1545283636,1206.19,51.440851,7.486588,282.01,16.60,0.01,233.28,1,-93,-12,10,15,38,22,13417219,440,8,3.00,5.19,670.00,19.12,890
99.80,1545283645,1354.42,51.440031,7.484825,283.61,16.19,-0.18,232.99,1,-91,-9,10,11,38,22,13417219,440,9,8.00,7.08,53.00,16.64,890
109.77,1545283655,1515.77,51.439184,7.482870,286.48,15.78,-0.44,238.20,1,-99,-14,3,8,34,22,13417219,440,10,0.10,4.37,65.00,17.83,890
119.81,1545283665,1681.78,51.438475,7.480724,291.55,17.13,0.20,241.04,1,-92,-6,4,9,34,22,13417219,440,11,6.00,10.49,51.00,15.69,890
129.79,1545283675,1846.55,51.437766,7.478621,290.02,15.54,0.52,241.84,1,-90,-8,1,8,39,22,13417219,440,12,3.00,6.46,59.00,19.64,890
139.80,1545283685,1986.81,51.437178,7.476787,290.62,11.34,-1.04,249.48,1,-91,-8,13,12,38,19,13523715,6,13,6.00,15.58,56.00,17.66,890
149.84,1545283695,2080.86,51.437689,7.476506,289.36,11.96,1.24,52.66,1,-97,-9,10,10,33,19,13523715,6,14,10.00,9.53,57.00,17.47,890
162.64,1545283708,2305.97,51.438873,7.479296,287.89,21.31,-0.05,57.42,1,-103,-14,2,5,30,19,13523715,6,15,10.00,1.45,52.00,20.67,890
190.42,1545283735,2935.28,51.443149,7.485154,273.17,23.04,-0.14,23.79,1,-107,-17,-5,2,26,21,13415426,265,17,0.50,0.11,4588.00,20.50,1770
197.05,1545283742,3078.32,51.444304,7.485909,269.71,15.96,-1.64,21.90,1,-109,-13,-12,6,24,16,13415170,315,18,3.00,0.39,2247.00,21.31,890
218.19,1545283763,3370.96,51.443718,7.486081,263.64,16.95,0.95,265.23,1,-115,-17,-14,1,23,25,13417219,440,19,4.00,0.37,8542.00,20.95,1770
220.91,1545283766,3405.69,51.443696,7.485558,264.32,18.13,0.35,266.20,1,-115,-17,-14,1,21,25,13417219,440,20,7.00,0.51,6816.00,21.53,1770
227.21,1545283773,3549.72,51.443689,7.483395,265.72,24.24,0.76,267.97,nan,nan,nan,nan,nan,nan,nan,nan,nan,21,2.00,0.26,1031.00,19.09,890
349.80,1545283895,7178.85,51.445367,7.432508,208.48,32.33,-0.11,301.03,1,-108,-10,-8,8,23,34,13395457,111,34,0.10,2.49,50.00,20.00,890
369.77,1545283915,7822.81,51.449400,7.425979,182.19,32.85,0.24,327.50,1,-99,-8,8,15,31,34,13395457,111,36,3.00,5.10,53.00,19.50,890
