time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,txPower_dbm,f_mhz
9.95,1545025376,85.38,51.449358,7.488440,252.08,13.13,0.80,176.15,1,-101,-10,8,8,41,6,28371201,66,0,3.00,8.14,40.00,20.54,1720
19.97,1545025385,222.70,51.448121,7.488098,249.94,14.51,0.10,193.34,1,-107,-12,0,5,33,6,28371201,66,1,8.00,11.82,47.00,20.41,1720
29.89,1545025395,361.53,51.446857,7.487994,250.97,13.70,-0.15,168.76,1,-105,-11,2,5,38,9,27771909,271,2,3.00,11.44,40.00,20.33,1720
40.15,1545025406,517.28,51.445668,7.489173,260.74,14.98,0.23,136.57,1,-102,-8,10,12,36,9,27771909,271,3,7.00,7.05,42.00,21.02,1720
50.05,1545025415,661.88,51.444909,7.490884,266.09,12.48,-0.33,125.99,1,-103,-11,-11,6,42,6,27771907,272,4,10.00,5.28,36.00,20.05,1720
60.67,1545025426,728.47,51.444605,7.491595,266.75,0.00,0.00,126.17,1,-108,-10,-6,7,37,6,27771907,272,5,4.00,3.82,399.00,20.27,1720
70.03,1545025436,728.47,51.444605,7.491595,266.74,0.00,0.00,126.17,1,-107,-10,-3,5,38,6,27771907,272,6,9.00,7.29,69.00,20.80,1720
80.47,1545025446,728.47,51.444605,7.491595,266.66,0.00,0.00,126.17,1,-107,-10,-4,5,37,6,27771907,272,7,4.00,6.49,34.00,21.20,1720
89.88,1545025455,734.81,51.444441,7.491709,264.95,5.40,1.34,185.85,1,-97,-6,19,15,41,6,27771907,272,8,1.00,12.88,35.00,18.94,1720
99.93,1545025465,845.78,51.443591,7.490736,273.51,16.05,0.57,216.63,1,-74,-5,32,15,63,6,27771907,272,9,0.50,8.37,35.00,-4.72,1720
