time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,txPower_dbm,f_mhz
10.24,1544679446,99.14,51.449242,7.488433,253.01,12.15,0.24,178.78,1,-102,-7,10,7,31,13,12918809,429,0,7.00,12.93,40.00,20.97,1750
20.24,1544679456,234.91,51.447986,7.488033,256.16,13.99,-0.06,193.40,1,-97,-6,19,12,34,13,12918809,429,1,4.00,11.89,46.00,19.16,1750
30.21,1544679466,370.76,51.446784,7.488022,260.86,13.92,0.05,168.85,1,-98,-7,22,5,34,13,12918809,429,2,7.00,15.20,36.00,10.47,1750
40.29,1544679475,513.71,51.445705,7.489184,266.55,14.89,0.06,135.81,1,-98,-6,27,11,34,13,12918809,429,3,6.00,12.06,40.00,10.50,1750
60.22,1544679496,715.90,51.444663,7.491546,274.52,1.60,1.18,127.87,1,-104,-8,10,15,30,13,12918809,429,5,3.00,9.21,38.00,21.62,1750
70.21,1544679506,778.14,51.444154,7.491419,277.94,11.17,0.85,215.67,1,-90,-8,30,6,44,13,12918809,429,6,5.00,18.36,38.00,10.30,1750
80.20,1544679515,907.25,51.443203,7.490290,277.03,14.18,-0.37,216.73,1,-90,-6,8,10,42,13,12918809,429,7,2.00,16.24,38.00,8.61,1750
90.22,1544679526,1047.30,51.442207,7.489080,278.48,14.88,0.24,218.11,1,-81,-7,24,12,52,13,12918809,429,8,1.00,11.58,38.00,-1.76,1750
100.17,1544679536,1192.82,51.441302,7.487535,279.30,14.65,0.16,231.18,1,-79,-5,26,15,52,2,12918810,431,9,1.00,14.21,38.00,6.06,1750
110.27,1544679546,1339.86,51.440508,7.485833,281.50,14.60,0.04,232.38,1,-76,-6,18,13,55,2,12918810,431,10,9.00,15.57,44.00,-1.67,1750
120.24,1544679555,1486.68,51.439715,7.484127,282.70,14.47,-0.33,233.71,1,-76,-6,22,13,55,4,12918811,430,11,10.00,20.06,36.00,0.50,1750
130.26,1544679566,1637.37,51.438969,7.482204,289.31,15.69,0.33,240.31,1,-88,-6,20,12,43,4,12918811,430,12,9.00,9.41,36.00,16.80,1750
141.70,1544679577,1807.47,51.438241,7.480043,290.20,15.28,-0.22,240.38,1,-107,-14,-1,8,33,4,12918811,430,13,3.00,2.98,602.00,20.70,1750
