time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,f_mhz
10.34,1547802471,127.00,51.509890,7.469029,147.43,14.09,0.89,66.48,1,-92,-7,13,7,44,7,26379013,199,0,7.00,12.45,37.00,2650
20.33,1547802481,266.79,51.510596,7.470682,145.92,10.75,-2.28,52.24,1,-90,-6,14,10,46,5,27256325,372,1,9.00,21.94,39.00,2650
30.33,1547802492,310.14,51.510873,7.471021,146.34,0.00,0.00,41.18,1,-88,-7,24,12,48,5,27256325,372,2,2.00,9.00,79.00,2650
40.33,1547802502,310.14,51.510873,7.471021,146.54,0.00,0.00,41.18,1,-89,-6,22,12,48,5,27256325,372,3,1.00,9.35,37.00,2650
50.36,1547802511,325.16,51.511085,7.471286,148.07,9.01,1.27,40.84,1,-87,-6,16,12,50,5,27256325,372,4,0.10,5.88,79.00,2650
60.34,1547802522,434.09,51.511868,7.472273,143.59,11.36,-0.05,38.90,1,-86,-6,17,15,50,5,27256325,372,5,8.00,22.35,38.00,2650
70.33,1547802532,550.25,51.512822,7.472831,138.88,11.56,0.06,5.83,1,-90,-6,12,9,44,5,27256325,372,6,6.00,12.65,37.00,2650
80.35,1547802542,670.76,51.513892,7.472890,135.76,12.82,0.71,3.27,1,-91,-6,4,6,46,9,29398276,358,7,8.00,16.22,39.00,2650
90.35,1547802551,769.73,51.514776,7.472954,134.67,3.93,-1.12,5.71,1,-89,-6,21,12,48,9,29398276,358,8,4.00,10.56,52.00,2650
100.36,1547802561,777.91,51.514822,7.472958,134.70,0.00,0.00,5.81,1,-92,-5,19,9,45,9,29398276,358,9,4.00,9.28,84.00,2650
110.36,1547802572,777.91,51.514822,7.472958,134.93,0.00,0.00,5.81,1,-91,-5,18,11,45,9,29398276,358,10,7.00,15.54,80.00,2650
120.42,1547802582,777.91,51.514822,7.472958,135.23,0.00,0.00,5.81,1,-92,-5,19,9,45,9,29398276,358,11,5.00,10.17,46.00,2650
130.36,1547802591,777.91,51.514969,7.472958,139.91,8.19,0.00,1.26,1,-92,-6,16,9,45,9,29398276,358,12,5.00,17.74,46.00,2650
140.34,1547802601,896.58,51.516019,7.472582,135.54,14.95,1.04,326.94,1,-93,-7,29,9,44,9,29398276,358,13,5.00,17.54,46.00,2650
150.40,1547802612,1023.31,51.516651,7.471139,126.15,9.29,-0.04,295.16,1,-92,-6,12,10,44,9,29398276,358,14,2.00,5.88,42.00,2650
160.32,1547802621,1120.67,51.516965,7.469806,126.78,8.62,-1.33,291.21,1,-93,-6,10,9,43,9,29398276,358,15,5.00,18.05,70.00,2650
170.35,1547802632,1240.36,51.517303,7.468138,127.55,13.17,-0.17,291.73,1,-91,-6,15,9,44,9,29398276,358,16,5.00,21.40,43.00,2650
180.32,1547802642,1372.42,51.517781,7.466397,127.94,12.98,-0.32,287.26,1,-97,-9,7,8,42,9,29398276,358,17,4.00,11.81,37.00,2650
190.31,1547802651,1471.39,51.517864,7.464982,129.77,8.83,-0.23,269.47,1,-93,-9,19,6,45,11,26376708,470,18,0.10,3.94,37.00,2650
200.46,1547802661,1550.08,51.517720,7.463817,132.94,10.85,1.45,252.16,1,-94,-9,3,8,45,13,26796291,24,19,1.00,20.73,37.00,2650
210.37,1547802671,1668.83,51.517334,7.462210,134.26,10.96,1.01,251.18,1,-82,-6,13,10,55,7,26378754,443,20,8.00,20.65,75.00,2650
220.34,1547802681,1789.86,51.516958,7.460564,133.79,10.99,-0.18,251.63,1,-82,-6,10,10,54,7,26378754,443,21,0.10,4.73,46.00,2650
230.41,1547802691,1898.29,51.516714,7.459057,129.92,10.63,-0.24,258.27,1,-85,-6,11,10,52,7,26378754,443,22,8.00,19.66,51.00,2650
240.30,1547802701,1980.12,51.516562,7.457856,130.89,5.54,-0.41,257.18,1,-87,-7,19,9,50,7,26378754,443,23,0.10,6.15,38.00,2650
250.35,1547802712,1995.08,51.516497,7.457540,130.99,1.86,-0.30,253.48,1,-86,-7,13,12,51,10,27029251,331,24,10.00,20.42,39.00,2650
260.35,1547802721,2041.94,51.516376,7.456825,135.66,9.34,1.08,251.58,1,-86,-6,13,11,51,10,27029251,331,25,10.00,26.60,37.00,2650
270.34,1547802732,2127.68,51.516032,7.455699,134.31,8.15,0.54,235.69,1,-85,-7,9,9,53,3,26378754,443,26,7.00,14.82,38.00,2650
280.34,1547802741,2223.17,51.515171,7.455097,133.42,12.43,0.07,176.09,1,-86,-8,11,11,52,2,26796291,24,27,2.00,15.30,33.00,2650
290.37,1547802752,2353.83,51.513967,7.455439,137.06,9.70,-0.37,172.09,1,-68,-6,10,12,63,2,26796291,24,28,5.00,13.78,49.00,2650
300.33,1547802761,2468.44,51.513008,7.456271,139.05,13.60,1.63,126.65,1,-87,-8,8,9,52,3,26378755,441,29,10.00,24.92,42.00,2650
310.31,1547802771,2605.27,51.512266,7.457954,140.58,15.27,-0.41,124.76,1,-89,-9,16,12,52,3,26378755,441,30,3.00,14.69,37.00,2650
320.36,1547802781,2714.37,51.511726,7.459202,141.41,0.99,-2.62,127.21,1,-88,-7,11,11,50,3,26378755,441,31,0.10,8.08,38.00,2650
330.39,1547802791,2715.36,51.511726,7.459202,141.29,0.00,0.00,127.21,1,-86,-6,13,12,51,3,26378755,441,32,4.00,14.38,41.00,2650
340.34,1547802802,2715.36,51.511726,7.459202,141.52,0.00,0.00,127.21,1,-86,-6,9,12,50,3,26378755,441,33,8.00,24.44,42.00,2650
