time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,txPower_dbm,f_mhz
9.81,1547729214,106.82,51.510031,7.470231,150.26,11.42,0.18,83.80,1,-93,-12,11,6,48,10,12902921,323,0,0.10,4.52,66.00,14.75,1770
29.94,1547729234,310.87,51.511400,7.470743,147.77,1.42,-1.51,40.27,1,-96,-10,2,8,33,8,13175298,60,2,5.00,9.82,87.00,8.31,890
39.78,1547729244,312.29,51.510906,7.471078,147.63,0.00,0.00,40.27,1,-99,-12,1,6,31,8,13175298,60,3,1.00,5.29,55.00,14.94,890
49.81,1547729254,335.57,51.511559,7.471191,139.09,13.24,4.15,43.27,1,-95,-10,10,11,33,8,13175298,60,4,7.00,8.91,48.00,16.84,890
59.79,1547729264,472.20,51.512194,7.472674,138.83,9.51,-2.67,31.58,1,-94,-9,5,10,33,8,13175298,60,5,6.00,11.49,43.00,15.72,890
79.82,1547729285,735.85,51.514652,7.472933,148.25,7.65,-0.31,4.36,1,-72,-7,27,10,55,8,13175298,60,7,9.00,14.65,43.00,3.61,890
89.77,1547729294,757.19,51.514738,7.472889,147.66,0.00,0.00,2.56,1,-60,-7,27,15,63,8,13175298,60,8,3.00,14.10,46.00,-4.52,890
99.82,1547729304,757.19,51.514789,7.472942,148.11,0.00,0.00,2.56,1,-59,-6,15,12,63,8,13175298,60,9,9.00,16.25,43.00,-2.34,890
109.78,1547729314,757.19,51.514759,7.473009,143.30,0.00,0.00,2.56,1,-60,-6,18,12,63,8,13175298,60,10,0.10,4.82,45.00,-8.88,890
159.94,1547729365,1112.00,51.517018,7.469313,143.49,9.51,0.95,288.84,1,-93,-7,13,15,31,3,13175306,68,15,1.00,8.48,47.00,16.77,1770
180.83,1547729385,1340.41,51.517772,7.466205,132.65,10.98,0.16,282.23,1,-79,-6,3,11,46,3,13530894,345,17,1.00,10.51,52.00,16.36,2510
189.77,1547729394,1429.70,51.517649,7.464941,145.72,10.36,0.05,268.59,1,-83,-7,11,15,44,3,13530894,345,18,5.00,30.49,44.00,11.34,2510
199.79,1547729404,1533.12,51.517571,7.463470,134.61,10.15,-0.28,250.06,1,-82,-7,24,12,44,3,13530894,345,19,4.00,26.38,50.00,9.16,2510
209.79,1547729414,1632.53,51.517194,7.462217,145.70,11.74,1.12,249.78,1,-82,-7,16,11,45,3,13530894,345,20,4.00,22.38,42.00,9.58,2510
242.76,1547729447,1960.69,51.516434,7.457479,142.39,2.08,-1.31,254.17,1,-88,-7,-10,9,39,5,13530638,105,23,7.00,5.82,794.00,18.56,2510
250.74,1547729455,1963.74,51.516434,7.457479,143.28,0.00,0.00,259.25,1,-80,-7,6,7,45,4,13406209,460,24,8.00,6.90,438.00,8.17,890
260.17,1547729464,2021.62,51.516179,7.456437,139.33,8.90,0.11,241.24,1,-70,-8,14,14,57,4,13406209,460,25,6.00,7.02,339.00,-4.89,890
269.81,1547729474,2109.80,51.515875,7.455598,136.10,10.92,-0.48,209.70,1,-76,-11,19,12,54,4,13406209,460,26,5.00,7.19,59.00,-7.14,890
279.82,1547729484,2229.54,51.514544,7.455290,141.40,14.89,0.63,173.87,1,-80,-8,11,11,46,4,13406209,460,27,6.00,6.02,61.00,9.11,890
289.96,1547729494,2365.91,51.513426,7.455868,139.30,11.72,-1.02,161.67,1,-88,-7,14,11,38,4,13406209,460,28,8.00,4.93,52.00,17.16,890
301.40,1547729505,2473.44,51.512718,7.456931,154.20,9.30,0.00,128.78,1,-103,-13,1,6,29,4,13406209,460,29,4.00,4.36,858.00,20.31,890
309.78,1547729514,2575.76,51.512144,7.458255,148.53,14.98,-0.19,125.54,1,-99,-14,0,6,32,9,13830146,487,30,6.00,12.79,74.00,20.36,890
319.95,1547729524,2657.60,51.511795,7.459134,145.78,0.00,-0.33,127.71,1,-100,-11,7,8,30,6,14035459,482,31,0.50,3.57,57.00,18.69,890
329.82,1547729534,2657.60,51.511778,7.458840,146.40,0.00,0.00,127.71,1,-99,-13,0,7,32,6,14035459,482,32,6.00,7.82,55.00,15.25,890
339.88,1547729545,2657.60,51.511795,7.459134,146.80,0.00,0.00,127.71,1,-99,-13,-3,6,33,6,14035459,482,33,10.00,7.38,66.00,15.33,890
350.30,1547729555,2657.60,51.511795,7.459134,146.93,0.00,0.00,127.71,1,-100,-14,-2,7,31,6,14035459,482,34,9.00,9.72,313.00,20.16,890
360.01,1547729564,2669.80,51.511575,7.459556,143.55,7.73,0.33,132.63,1,-103,-12,-3,6,29,6,14035459,482,35,10.00,8.57,70.00,20.72,890
370.06,1547729574,2772.43,51.510919,7.460782,153.89,12.13,0.05,133.60,1,-100,-12,-4,6,35,7,13406217,218,36,1.00,5.66,58.00,19.92,1770
379.79,1547729584,2866.08,51.510335,7.461734,149.31,9.39,-0.01,132.89,1,-100,-12,-2,8,28,7,13406217,218,37,0.10,1.83,56.00,19.44,1770
399.80,1547729605,2902.18,51.510172,7.462069,147.32,0.00,0.00,127.55,1,-92,-9,28,11,36,8,12902921,323,39,4.00,17.31,53.00,13.78,1770
