time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,txPower_dbm,f_mhz
10.14,1545197191,108.21,51.449054,7.488453,255.37,13.95,0.57,181.49,1,-98,-9,7,11,39,7,28371201,66,0,2.00,8.55,48.00,20.36,1720
20.12,1545197201,254.69,51.447764,7.487958,255.61,14.24,-0.17,192.49,1,-103,-8,7,7,36,9,27771909,271,1,2.00,12.33,37.00,20.52,1720
30.13,1545197211,399.46,51.446461,7.488162,259.27,14.85,0.13,162.67,1,-106,-10,7,9,35,9,27771909,271,2,0.10,3.85,36.00,20.39,1720
40.20,1545197221,551.83,51.445427,7.489648,264.34,15.80,0.22,131.15,1,-102,-9,2,6,37,13,28371201,66,3,6.00,4.36,37.00,21.34,1720
51.06,1545197232,706.49,51.444654,7.491464,269.20,7.15,-2.14,127.89,1,-110,-9,4,5,30,6,27771907,272,4,8.00,6.30,519.00,21.05,1720
61.08,1545197242,723.23,51.444599,7.491616,269.84,0.00,0.00,127.34,1,-109,-10,3,5,32,6,27771907,272,5,10.00,3.27,505.00,21.94,1720
71.05,1545197252,723.23,51.444599,7.491616,269.98,0.00,0.00,127.34,1,-109,-9,5,4,32,6,27771907,272,6,7.00,4.04,562.00,21.81,1720
80.93,1545197262,723.23,51.444599,7.491616,270.22,0.00,0.00,127.34,1,-108,-9,4,5,32,6,27771907,272,7,3.00,4.40,467.00,21.72,1720
90.15,1545197270,749.37,51.444256,7.491525,276.15,9.20,0.34,216.77,1,-93,-5,17,11,45,6,27771907,272,8,3.00,23.53,44.00,18.34,1720
100.27,1545197281,880.04,51.443273,7.490378,272.70,15.30,0.23,216.60,1,-78,-4,17,12,58,6,27771907,272,9,9.00,32.80,34.00,-7.80,1720
110.14,1545197291,1034.09,51.442153,7.489032,274.20,15.14,-0.02,218.17,1,-76,-5,29,15,60,6,27771907,272,10,0.10,5.52,44.00,-6.28,1720
120.12,1545197301,1175.05,51.441280,7.487538,279.18,14.30,0.17,231.56,1,-73,-5,30,15,62,6,27771907,272,11,0.10,4.40,35.00,-5.19,1720
130.16,1545197311,1323.08,51.440482,7.485761,282.44,15.14,0.61,233.03,1,-78,-6,19,12,61,1,27771908,270,12,0.50,10.28,42.00,4.80,1720
140.10,1545197321,1474.42,51.439623,7.483944,284.09,15.39,-0.26,233.91,1,-69,-5,32,15,63,1,27771908,270,13,0.10,5.30,35.00,-6.25,1720
150.18,1545197331,1624.64,51.438873,7.481941,289.23,15.07,-0.65,241.70,1,-90,-5,22,11,46,1,27771908,270,14,10.00,21.99,38.00,11.11,1720
160.13,1545197341,1788.85,51.438133,7.479780,291.40,15.93,-0.63,242.33,1,-100,-6,12,10,35,1,27771908,270,15,3.00,11.14,38.00,19.69,1720
170.20,1545197351,1945.11,51.437461,7.477764,290.77,15.71,-0.07,243.21,1,-107,-8,6,10,31,1,27771908,270,16,4.00,7.72,38.00,21.11,1720
180.14,1545197361,2068.40,51.437322,7.476116,290.56,7.75,-0.29,331.78,1,-99,-5,18,10,38,1,27771908,270,17,7.00,33.29,38.00,19.14,1720
190.20,1545197371,2178.51,51.438064,7.477316,289.72,16.28,1.23,54.94,1,-81,-4,30,12,56,1,27771908,270,18,5.00,30.89,36.00,12.00,1720
200.13,1545197381,2365.27,51.439012,7.479598,282.25,20.03,0.12,56.80,1,-88,-5,28,12,47,1,27771908,270,19,2.00,21.45,37.00,13.34,1720
210.16,1545197391,2581.21,51.440235,7.482073,276.74,23.50,0.39,44.67,1,-84,-5,22,14,51,1,27771908,270,20,5.00,31.01,41.00,12.00,1720
220.89,1545197402,2819.05,51.441904,7.484143,276.52,23.58,0.17,29.44,1,-87,-7,12,10,51,1,27771908,270,21,2.00,20.33,37.00,15.66,1720
230.14,1545197410,3047.15,51.443691,7.485498,272.94,19.33,-1.67,22.54,1,-73,-5,31,15,63,1,27771909,271,22,4.00,31.90,35.00,2.75,1720
240.14,1545197421,3199.93,51.444708,7.486750,264.64,12.97,-0.01,87.14,1,-80,-5,24,13,56,1,27771909,271,23,1.00,13.14,37.00,-5.98,1720
250.10,1545197431,3330.53,51.443861,7.487214,262.26,13.91,-0.06,232.07,1,-72,-5,31,14,63,1,27771909,271,24,1.00,18.52,38.00,-5.98,1720
260.14,1545197441,3495.46,51.443690,7.484847,262.54,19.36,0.48,267.83,1,-90,-6,22,12,47,1,27771909,271,25,3.00,29.81,38.00,19.08,1720
270.12,1545197451,3701.55,51.443652,7.481838,261.31,20.98,0.21,266.51,1,-85,-5,25,15,51,1,27771909,271,26,1.00,16.63,38.00,6.14,1720
280.16,1545197461,3927.53,51.443455,7.478593,259.05,23.26,0.23,263.12,1,-87,-6,22,13,49,1,27771909,271,27,5.00,30.91,38.00,16.77,1720
290.13,1545197471,4164.70,51.443150,7.475218,253.84,23.97,0.15,260.07,1,-87,-7,18,14,52,1,27771909,271,28,2.00,11.10,38.00,14.75,1720
300.18,1545197481,4404.19,51.442720,7.471823,249.98,24.33,0.15,258.62,1,-102,-7,11,9,32,10,30422273,155,29,6.00,13.25,38.00,21.05,1720
310.18,1545197491,4647.06,51.442287,7.468353,241.74,24.87,-0.06,258.36,1,-106,-8,5,9,32,10,30422273,155,30,9.00,11.94,64.00,21.28,1720
320.15,1545197501,4895.14,51.441870,7.464825,236.65,25.80,0.66,259.99,1,-100,-6,12,8,35,27,31281409,195,31,4.00,11.95,38.00,18.98,1720
330.12,1545197511,5181.46,51.441595,7.460701,230.03,29.65,-0.02,265.85,1,-99,-7,11,6,37,27,31281409,195,32,0.50,7.69,36.00,20.19,1720
340.18,1545197521,5482.61,51.441530,7.456362,227.04,30.05,-0.31,270.24,1,-102,-7,3,6,35,25,27771908,270,33,4.00,15.62,45.00,20.95,1720
350.14,1545197531,5776.12,51.441680,7.452113,227.68,30.24,0.59,275.76,1,-81,-4,24,10,53,16,33527552,376,34,3.00,27.68,42.00,2.59,1720
360.13,1545197541,6084.94,51.442091,7.447715,225.25,30.83,0.21,280.55,1,-79,-5,24,15,57,16,33527552,376,35,2.00,21.14,35.00,7.16,1720
370.17,1545197551,6396.28,51.442729,7.443325,221.97,31.58,-0.10,285.33,1,-73,-6,29,15,63,16,33527552,376,36,9.00,32.36,35.00,-4.47,1720
380.14,1545197561,6704.36,51.443537,7.439088,215.25,30.49,0.04,289.38,1,-80,-6,23,15,55,16,33527552,376,37,7.00,34.04,34.00,9.88,1720
390.18,1545197571,7009.86,51.444547,7.435004,211.20,30.17,-0.32,294.35,1,-85,-6,9,9,51,1,33527554,375,38,9.00,31.11,37.00,13.36,1720
400.14,1545197580,7306.00,51.445846,7.431323,202.72,29.06,-0.37,304.80,1,-84,-5,11,9,53,1,33527554,375,39,4.00,32.62,33.00,12.84,1720
410.13,1545197591,7584.12,51.447469,7.428339,192.70,26.74,0.06,316.21,1,-82,-6,18,12,49,1,33527554,375,40,2.00,20.36,37.00,9.00,1720
420.20,1545197600,7852.74,51.449362,7.426002,181.87,28.06,0.75,327.68,1,-93,-7,9,9,43,1,33527554,375,41,8.00,16.14,35.00,17.27,1720
430.46,1545197611,8157.58,51.451871,7.424109,170.09,32.66,0.32,340.32,1,-97,-8,0,6,41,31,28368642,26,42,8.00,9.65,38.00,17.70,1720
441.60,1545197622,8520.92,51.455024,7.422584,155.73,34.57,-0.24,343.38,1,-101,-15,-5,5,43,11,33837570,370,43,10.00,6.00,35.00,17.75,1720
450.93,1545197632,8828.60,51.457608,7.421084,151.57,34.57,0.19,335.58,1,-93,-12,-8,8,45,9,33837579,114,44,3.00,3.91,424.00,18.81,1734
462.62,1545197643,9241.35,51.460806,7.418093,151.28,34.51,-0.04,324.02,1,-85,-10,0,6,52,8,33837570,370,45,9.00,17.61,35.00,15.92,1720
470.14,1545197651,9508.43,51.462654,7.415617,149.80,32.94,0.16,316.15,1,-87,-14,-6,1,54,6,33527554,375,46,0.10,0.53,5322.00,10.33,1720
480.75,1545197662,9845.35,51.464671,7.411997,152.50,33.54,-0.33,308.98,1,-88,-19,-10,1,45,4,27770883,35,47,5.00,5.09,38.00,19.38,1720
