time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,txPower_dbm,f_mhz
10.33,1547615850,106.21,51.449148,7.488421,247.45,13.96,0.61,180.00,1,-101,-7,10,9,30,13,12918809,429,0,8.00,12.64,44.00,19.72,1750
20.35,1547615860,253.22,51.447866,7.487972,254.02,14.62,-0.05,192.77,1,-99,-6,24,10,31,13,12918809,429,1,7.00,14.10,38.00,17.05,1750
30.35,1547615871,397.20,51.446546,7.488136,254.84,14.69,0.15,163.45,1,-96,-6,20,15,35,13,12918809,429,2,9.00,14.81,49.00,17.72,1750
40.27,1547615880,543.06,51.445507,7.489528,265.29,15.33,0.15,131.63,1,-99,-7,25,12,31,13,12918809,429,3,3.00,8.92,39.00,17.75,1750
50.35,1547615890,692.94,51.444746,7.491301,272.32,13.12,-0.71,126.90,1,-99,-7,24,15,33,13,12918809,429,4,8.00,9.20,56.00,19.94,1750
60.30,1547615900,725.76,51.444610,7.491618,273.82,0.00,0.00,128.22,1,-101,-8,14,12,32,13,12918809,429,5,3.00,11.03,37.00,21.61,1750
70.27,1547615910,725.76,51.444610,7.491618,273.85,0.00,0.00,128.22,1,-100,-6,25,12,31,13,12918809,429,6,0.50,7.05,36.00,19.78,1750
80.27,1547615920,725.76,51.444610,7.491618,274.01,0.00,0.00,128.22,1,-101,-7,23,10,28,13,12918809,429,7,0.10,3.56,38.00,16.84,1750
90.33,1547615930,726.13,51.444635,7.491625,274.14,0.08,-0.05,119.26,1,-100,-5,24,10,30,13,12918809,429,8,5.00,12.59,43.00,14.91,1750
100.31,1547615941,732.52,51.444478,7.491726,273.34,5.13,1.22,190.75,1,-96,-6,16,12,33,13,12918809,429,9,4.00,17.58,46.00,19.30,1750
110.32,1547615950,839.61,51.443592,7.490759,273.96,15.60,0.63,216.53,1,-77,-5,25,14,57,13,12918809,429,10,1.00,13.36,41.00,7.00,1750
120.28,1547615960,996.19,51.442445,7.489397,276.59,15.55,-0.18,215.94,1,-81,-7,25,12,51,13,12918809,429,11,0.10,4.79,45.00,-2.16,1750
130.31,1547615971,1150.24,51.441456,7.487928,276.68,15.20,0.16,228.50,1,-81,-9,3,14,54,2,12918810,429,12,4.00,17.81,48.00,9.31,1750
140.34,1547615980,1299.87,51.440690,7.486213,275.32,15.05,0.09,232.64,1,-76,-6,26,15,55,2,12918810,431,13,10.00,17.67,42.00,0.91,1750
150.31,1547615991,1448.99,51.439880,7.484485,277.74,15.04,0.09,232.02,1,-75,-6,22,15,56,2,12918811,430,14,4.00,17.86,41.00,2.91,1750
160.33,1547616001,1600.35,51.439132,7.482638,281.14,15.48,-0.20,240.60,1,-87,-5,31,15,41,2,12918811,430,15,7.00,14.21,40.00,10.30,1750
170.29,1547616011,1758.11,51.438413,7.480579,284.80,16.57,0.35,240.67,1,-104,-7,22,8,26,2,12918811,430,16,6.00,2.11,45.00,16.97,1750
182.34,1547616022,1952.09,51.437576,7.478113,288.44,15.60,-0.14,241.93,1,-111,-12,-2,7,27,2,12918811,430,17,3.00,2.61,1416.00,21.39,1750
191.95,1547616032,2075.45,51.437179,7.476445,287.38,9.70,-1.54,281.20,1,-112,-13,1,5,26,2,12918811,430,18,6.00,13.94,1007.00,19.89,1750
200.30,1547616040,2161.76,51.437801,7.476724,288.45,13.18,1.07,52.30,1,-83,-6,27,12,44,2,12918811,430,19,8.00,20.11,42.00,11.58,1750
210.29,1547616050,2341.43,51.438759,7.478941,287.37,22.77,0.67,56.97,1,-89,-5,34,15,40,2,12918811,430,20,5.00,16.43,42.00,10.27,1750
220.26,1547616060,2583.75,51.440016,7.481777,284.84,24.38,0.09,51.45,1,-91,-5,26,12,40,2,12918811,430,21,0.50,9.78,40.00,15.92,1750
230.34,1547616070,2829.68,51.441737,7.484021,281.23,24.36,-0.14,32.15,1,-78,-5,36,15,52,2,12918811,430,22,5.00,19.25,53.00,2.19,1750
240.26,1547616080,3077.19,51.443691,7.485524,278.07,22.38,-1.73,22.52,1,-71,-6,30,15,61,2,12918809,429,23,0.10,5.13,49.00,-6.31,1750
250.34,1547616090,3246.98,51.444730,7.486928,268.00,13.55,0.17,99.63,1,-81,-5,31,15,49,2,12918809,429,24,8.00,19.77,42.00,2.78,1750
260.30,1547616100,3389.23,51.443775,7.486921,263.87,14.82,0.07,252.36,1,-73,-4,30,15,53,2,12918809,429,25,9.00,20.34,39.00,0.80,1750
270.35,1547616110,3573.95,51.443695,7.484150,261.53,23.96,0.75,268.39,1,-83,-6,26,14,47,2,12918809,429,26,9.00,17.10,41.00,12.89,1750
300.62,1547616140,4484.61,51.442643,7.471124,249.91,32.54,0.26,257.64,1,-105,-8,5,10,27,13,12935194,397,29,0.10,0.76,362.00,20.33,1750
311.28,1547616152,4864.34,51.441944,7.465689,239.56,35.91,0.09,260.68,1,-98,-13,-1,6,38,12,12935170,448,30,5.00,3.36,42.00,20.64,880
321.24,1547616162,5216.90,51.441591,7.460659,231.57,35.69,0.25,266.35,1,-92,-19,-6,4,45,12,12935170,448,31,0.10,0.31,1404.00,15.14,880
330.31,1547616170,5545.36,51.441544,7.455926,229.79,36.71,-0.67,270.67,1,-86,-7,6,15,43,15,14301697,54,32,10.00,15.46,32.00,18.11,880
340.25,1547616181,5901.86,51.441806,7.450870,228.26,34.85,-0.18,277.31,1,-76,-6,11,15,47,15,14301697,54,33,2.00,16.70,37.00,5.58,880
350.24,1547616190,6252.49,51.442341,7.445885,225.87,34.78,0.07,282.63,1,-63,-5,32,15,63,15,14301697,54,34,0.10,4.79,39.00,-10.06,880
360.30,1547616200,6607.86,51.443168,7.440904,223.64,37.14,0.23,287.33,1,-66,-8,19,12,63,1,14301699,54,35,9.00,19.93,32.00,-3.92,880
370.32,1547616210,6980.00,51.444319,7.435877,215.74,37.52,0.11,292.56,1,-78,-6,24,14,52,1,14301699,56,36,6.00,18.09,36.00,6.89,880
380.34,1547616220,7364.98,51.445994,7.431049,205.41,37.41,-0.09,306.35,1,-87,-9,14,12,46,1,14301699,56,37,5.00,11.60,46.00,16.36,880
390.33,1547616230,7739.51,51.448346,7.427212,189.46,37.36,0.14,321.82,1,-99,-8,1,6,33,19,13806082,70,38,6.00,8.90,36.00,18.06,880
400.47,1547616240,8119.19,51.451270,7.424485,175.59,37.71,-0.02,336.76,1,-91,-13,3,7,45,19,13806082,70,39,4.00,7.48,159.00,19.73,880
410.28,1547616250,8485.57,51.454372,7.422893,162.61,35.20,-0.05,343.77,1,-75,-10,4,9,60,10,13806082,70,40,2.00,13.99,37.00,-2.81,880
420.37,1547616260,8836.93,51.457368,7.421290,157.02,34.31,-0.15,336.18,1,-79,-7,15,11,53,10,13806082,70,41,9.00,16.01,36.00,9.59,880
430.69,1547616271,9166.40,51.459967,7.419029,154.60,33.78,0.34,326.86,1,-71,-11,2,6,63,7,13806081,69,42,6.00,14.83,218.00,-1.81,880
440.35,1547616281,9501.88,51.462328,7.416088,153.92,32.95,0.07,317.53,1,-79,-7,6,12,55,7,13806081,69,43,6.00,16.91,41.00,6.78,880
450.26,1547616290,9820.25,51.464278,7.412756,152.40,31.34,0.08,309.58,1,-89,-9,4,5,45,7,13806081,69,44,0.10,4.37,40.00,16.27,880
460.33,1547616300,10127.63,51.466017,7.409285,154.18,31.67,0.31,307.95,1,-86,-5,4,8,44,30,13884419,132,45,5.00,5.72,47.00,13.45,880
470.31,1547616310,10439.72,51.467793,7.405804,156.21,32.25,0.24,310.48,1,-87,-8,-2,7,44,31,13884419,386,46,7.00,0.74,97.00,18.02,880
483.41,1547616323,10875.31,51.470478,7.401165,164.45,34.29,0.12,315.57,1,-96,-11,-2,6,39,34,13884419,386,47,0.10,0.03,2075.00,18.77,880
491.57,1547616331,11143.12,51.472255,7.398587,168.71,32.88,-0.24,320.47,1,-109,-15,-4,4,30,40,13507073,57,48,0.50,0.14,4456.00,19.39,880
501.11,1547616341,11452.90,51.474413,7.395820,172.16,29.49,-0.16,323.64,1,-109,-16,-7,4,32,36,13565441,431,49,6.00,1.59,1417.00,21.27,880
510.74,1547616350,11714.78,51.476426,7.393849,174.96,29.05,-0.14,333.26,1,-100,-20,-12,1,45,36,13565441,431,50,10.00,3.47,935.00,20.77,880
523.88,1547616364,12014.83,51.478870,7.393642,178.79,18.59,-1.51,35.67,1,-99,-20,-12,1,44,36,13565441,431,51,10.00,11.78,65.00,20.58,880
530.45,1547616370,12123.47,51.479802,7.393622,183.42,15.26,-0.41,338.16,1,-78,-9,15,13,57,11,13884163,392,52,4.00,6.28,417.00,6.98,880
540.34,1547616380,12257.52,51.480683,7.394497,188.30,17.73,0.75,57.83,1,-77,-6,13,15,55,11,13884163,392,53,9.00,17.13,43.00,-0.09,880
550.34,1547616391,12437.28,51.481480,7.396680,186.62,15.48,-1.25,58.65,1,-82,-6,10,8,48,11,13884163,392,54,8.00,13.33,42.00,10.86,880
560.29,1547616401,12552.69,51.482057,7.398024,185.11,8.02,-0.63,51.64,1,-89,-10,9,10,46,11,13884163,392,55,6.00,16.58,34.00,17.00,880
570.38,1547616411,12597.75,51.482300,7.398428,185.43,0.72,-0.60,45.25,1,-85,-11,7,9,49,11,13884163,392,56,6.00,17.53,38.00,6.83,880
580.33,1547616420,12598.99,51.482304,7.398430,185.56,0.00,0.00,41.75,1,-88,-9,8,11,45,11,13884163,392,57,6.00,15.10,45.00,16.72,880
590.32,1547616430,12669.51,51.482953,7.399200,189.07,11.74,0.98,34.54,1,-80,-8,3,6,51,6,13884162,52,58,3.00,16.70,41.00,9.38,880
600.28,1547616440,12817.76,51.484051,7.400408,188.64,15.69,-0.43,36.41,1,-71,-5,32,15,60,6,13884162,52,59,3.00,17.05,38.00,-4.20,880
610.26,1547616450,12967.56,51.485100,7.401868,185.34,14.50,-0.05,41.68,1,-83,-5,19,10,48,6,13884162,52,60,0.50,7.86,41.00,9.61,880
630.25,1547616470,13191.65,51.486638,7.401929,187.20,14.29,-0.28,335.88,1,-92,-11,1,8,43,6,13884162,52,62,0.10,2.36,39.00,17.97,880
652.55,1547616493,13460.77,51.488988,7.401752,175.50,5.60,-0.91,359.52,1,-106,-14,-6,4,31,6,13884162,52,64,5.00,1.48,1911.00,21.27,880
