time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,f_mhz
9.94,1547559958,86.29,51.490493,7.413597,157.07,13.08,0.31,78.55,1,-99,-9,-1,7,34,8,13828122,452,0,5.00,1.67,48.00,1845
20.46,1547559968,243.21,51.490671,7.415833,156.26,13.77,-0.04,86.75,1,-98,-12,-10,6,38,6,13416987,62,1,5.00,1.30,491.00,1845
31.63,1547559979,361.66,51.490286,7.417269,155.97,10.97,1.15,166.57,1,-99,-14,0,7,40,6,13416987,62,2,0.10,0.38,1169.00,1845
44.01,1547559992,547.43,51.488560,7.417764,149.83,15.87,0.21,177.79,1,-100,-16,-4,5,41,6,13416987,62,3,9.00,2.87,473.00,1845
50.73,1547559998,642.55,51.487704,7.417730,149.06,16.13,0.10,176.66,1,-100,-15,-5,5,40,5,13416986,61,4,0.10,0.77,485.00,1845
62.11,1547560010,823.75,51.486297,7.418691,141.82,12.75,-0.92,196.34,1,-99,-13,-2,5,39,5,13416986,61,5,9.00,1.17,1201.00,1845
69.96,1547560017,910.43,51.485514,7.418590,144.78,11.38,-0.20,168.63,1,-104,-15,-3,6,38,5,13416986,61,6,9.00,1.33,105.00,1845
83.67,1547560031,1086.24,51.484043,7.418539,149.31,14.75,-0.01,208.11,1,-105,-15,-6,5,35,16,13427483,146,7,8.00,1.13,1473.00,1845
90.80,1547560038,1186.78,51.483289,7.417731,147.52,14.55,0.11,212.18,1,-102,-14,-4,6,38,16,13427483,146,8,5.00,0.98,424.00,1845
103.38,1547560051,1369.33,51.481794,7.416711,151.85,9.51,-2.50,201.56,1,-98,-15,-2,5,41,16,13427483,146,9,4.00,1.15,976.00,1845
111.22,1547560059,1393.84,51.481629,7.416617,153.57,0.00,0.00,201.61,1,-98,-15,-4,5,42,16,13427483,146,10,6.00,1.66,489.00,1845
121.91,1547560070,1414.91,51.481415,7.416775,154.07,9.35,2.14,97.32,1,-91,-14,0,7,49,10,13884185,27,11,6.00,1.27,1030.00,1845
131.75,1547560079,1555.16,51.481546,7.418860,153.29,16.91,0.23,85.00,1,-89,-12,5,6,48,10,13884185,27,12,6.00,1.86,218.00,1845
141.30,1547560089,1731.52,51.481695,7.421409,145.33,18.40,0.10,81.07,1,-92,-10,-9,6,43,13,13495577,135,13,9.00,2.03,375.00,1845
152.12,1547560100,1931.14,51.482089,7.424197,136.42,16.57,-0.45,78.34,1,-96,-10,-5,6,39,13,13825561,339,14,6.00,2.11,897.00,1845
161.36,1547560109,2078.18,51.482374,7.426257,137.76,16.93,0.10,77.67,1,-91,-13,3,5,47,13,13825561,339,15,5.00,1.44,480.00,1845
172.43,1547560121,2191.16,51.482566,7.427776,144.62,3.22,0.01,81.96,1,-87,-12,1,6,50,13,13825561,339,16,9.00,3.75,1685.00,1845
180.16,1547560128,2272.42,51.482545,7.429093,146.09,13.65,-0.72,95.16,1,-86,-11,0,8,48,12,13823003,266,17,7.00,6.14,65.00,1845
189.96,1547560138,2397.61,51.482381,7.430912,152.16,12.63,-0.52,97.20,1,-92,-12,4,7,44,12,13823003,266,18,1.00,6.03,79.00,1845
199.95,1547560148,2528.14,51.482188,7.432796,149.76,13.91,0.48,96.38,1,-77,-7,14,11,53,12,13823003,266,19,5.00,12.12,38.00,1845
209.93,1547560158,2652.77,51.482038,7.434546,147.60,10.68,-0.14,96.01,1,-76,-7,13,12,54,12,13823003,266,20,3.00,10.32,52.00,1845
219.96,1547560168,2759.66,51.481951,7.436069,152.55,9.96,0.10,97.46,1,-75,-7,9,15,55,12,13823003,266,21,10.00,22.15,51.00,1845
229.95,1547560178,2856.37,51.481851,7.437447,152.68,8.51,-0.84,97.00,1,-66,-5,27,13,63,12,13823003,266,22,4.00,11.01,50.00,1845
239.96,1547560188,2916.81,51.481797,7.438368,150.35,7.18,1.31,96.96,1,-65,-6,22,14,63,12,13823003,266,23,4.00,6.85,40.00,1845
249.95,1547560198,2987.86,51.481724,7.439383,156.51,8.54,0.88,94.80,1,-65,-5,21,12,63,12,13823003,266,24,1.00,5.41,49.00,1845
259.97,1547560207,3084.71,51.481653,7.440828,161.12,11.69,0.78,95.31,1,-69,-6,12,13,63,12,13823003,266,25,0.10,3.59,66.00,1845
269.94,1547560217,3199.38,51.481179,7.442240,161.98,12.72,0.73,133.60,1,-73,-7,7,9,57,1,13823002,265,26,2.00,14.64,40.00,1845
279.94,1547560227,3325.76,51.480231,7.443179,161.00,13.27,1.17,162.93,1,-76,-9,14,9,57,1,13823002,265,27,3.00,10.74,55.00,1845
289.96,1547560238,3485.28,51.478935,7.444245,159.55,16.23,-0.31,151.61,1,-73,-10,12,10,59,11,12896793,375,28,5.00,10.15,55.00,1845
299.97,1547560248,3640.70,51.477735,7.445331,161.60,14.96,-0.24,151.56,1,-73,-9,17,13,60,11,12896793,375,29,10.00,10.23,53.00,1845
309.95,1547560258,3783.27,51.476623,7.446301,161.37,12.52,-0.58,151.83,1,-69,-9,20,15,63,11,12896793,375,30,0.50,8.08,47.00,1845
319.94,1547560267,3866.71,51.475999,7.446841,161.26,3.60,-1.17,152.48,1,-65,-7,24,15,63,11,12896793,375,31,1.00,6.37,38.00,1845
329.97,1547560277,3896.98,51.475728,7.447083,162.12,7.48,0.87,151.69,1,-67,-6,23,15,63,11,12896793,375,32,7.00,6.17,59.00,1845
339.94,1547560287,3992.78,51.474993,7.447760,159.46,9.48,-0.68,145.60,1,-80,-10,15,15,55,11,12896793,375,33,1.00,1.88,64.00,1845
349.95,1547560297,4072.81,51.474448,7.448445,160.93,6.37,0.02,141.57,1,-79,-8,10,8,55,11,12896793,375,34,10.00,8.76,142.00,1845
