time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,f_mhz
9.64,1545055965,69.15,51.490504,7.413596,166.36,11.66,-0.07,78.25,1,-88,-9,11,12,52,7,26385408,95,0,7.00,23.22,43.00,1815
19.73,1545055975,190.85,51.490689,7.415352,161.40,12.35,-0.32,82.32,1,-89,-6,24,15,47,7,26385408,95,1,9.00,19.43,38.00,1815
29.64,1545055985,282.48,51.490635,7.416606,157.78,2.29,-1.23,102.08,1,-86,-8,24,12,53,4,29391105,167,2,1.00,8.58,93.00,1815
39.70,1545055995,285.88,51.490625,7.416653,157.64,0.00,0.00,102.08,1,-84,-7,35,15,54,4,29391105,167,3,4.00,16.02,54.00,1815
49.64,1545056005,285.88,51.490614,7.416818,155.96,5.82,0.00,94.11,1,-83,-6,23,11,54,4,29391105,167,4,6.00,17.93,57.00,1815
59.64,1545056015,378.78,51.489855,7.417450,153.83,14.60,0.77,165.64,1,-82,-5,12,12,54,4,29391105,167,5,5.00,10.67,63.00,1815
69.61,1545056025,531.88,51.488498,7.417752,154.59,15.53,0.15,179.23,1,-89,-6,19,11,48,4,29391105,167,6,7.00,14.73,86.00,1815
79.63,1545056035,685.57,51.487180,7.418145,145.85,14.42,-0.27,139.33,1,-99,-8,1,6,38,10,28365056,222,7,3.00,11.64,54.00,1815
89.72,1545056045,818.73,51.486096,7.418601,140.00,11.82,0.30,194.35,1,-97,-6,15,15,40,10,28365056,222,8,2.00,5.88,59.00,1815
99.64,1545056055,931.49,51.485146,7.418899,145.39,11.41,-0.29,156.55,1,-94,-7,11,15,43,11,29391105,167,9,2.00,2.84,84.00,1815
109.63,1545056065,1055.78,51.484064,7.418578,151.25,14.26,0.08,208.39,1,-101,-9,4,10,39,8,28365056,222,10,3.00,13.04,47.00,1815
