time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,txPower_dbm,f_mhz
50.18,1547646527,657.59,51.487435,7.417835,147.18,16.21,0.32,157.17,1,-110,-11,0,6,20,18,13392904,347,4,6.00,2.82,65.00,21.16,1770
64.85,1547646542,852.68,51.485900,7.418560,138.65,10.64,-0.57,190.20,1,-117,-11,0,7,12,18,13392904,347,5,10.00,3.34,1964.00,20.77,1770
72.25,1547646549,936.85,51.485213,7.418853,145.85,10.38,-0.29,152.30,1,-113,-11,1,8,15,18,13392904,347,6,4.00,1.94,1213.00,20.80,1770
91.11,1547646568,1178.86,51.483242,7.417701,144.09,13.40,0.04,211.80,1,-104,-6,8,12,18,14,13392905,345,8,3.00,1.33,551.00,21.39,1770
100.87,1547646578,1308.20,51.482187,7.416932,145.49,13.42,-0.50,199.62,1,-109,-8,5,10,17,14,13392905,345,9,0.10,0.49,716.00,20.25,1770
110.11,1547646588,1382.21,51.481627,7.416628,147.78,0.00,0.00,201.16,1,-109,-9,4,8,18,14,13392905,345,10,0.50,4.56,71.00,21.44,1770
120.12,1547646597,1382.21,51.481627,7.416628,147.93,0.00,0.00,201.16,1,-108,-7,5,9,18,14,13392905,345,11,2.00,6.97,77.00,21.44,1770
130.22,1547646607,1382.21,51.481627,7.416628,148.03,0.00,0.00,201.16,1,-108,-9,3,10,21,14,13392905,345,12,9.00,6.89,65.00,21.11,1770
150.09,1547646627,1481.43,51.481488,7.418084,150.77,15.85,0.36,83.33,1,-94,-7,19,13,34,14,13392905,345,14,0.50,5.87,64.00,19.95,1770
170.21,1547646647,1836.83,51.481929,7.423208,137.90,19.14,-0.21,77.19,1,-90,-7,11,13,36,14,13392905,345,16,8.00,13.61,57.00,17.23,1770
190.11,1547646667,2135.50,51.482535,7.427475,136.24,13.12,-0.10,78.64,1,-89,-8,0,15,38,14,13392905,345,18,1.00,12.44,60.00,15.28,1770
220.16,1547646697,2192.49,51.482582,7.428204,139.99,0.00,0.00,86.53,1,-89,-9,11,12,36,5,13392904,347,21,6.00,19.97,67.00,19.19,1770
230.32,1547646708,2275.13,51.482547,7.429741,140.19,10.53,-0.73,94.60,1,-91,-7,16,12,32,5,13392904,347,22,0.50,4.74,62.00,17.02,1770
240.14,1547646718,2338.77,51.482442,7.430644,143.25,2.85,0.11,105.94,1,-88,-8,8,11,38,5,13392904,347,23,1.00,10.10,60.00,10.20,1770
260.19,1547646737,2358.59,51.482357,7.430916,143.05,0.00,0.00,125.95,1,-88,-6,22,12,37,5,13392904,347,25,7.00,34.76,54.00,18.38,1770
270.26,1547646748,2379.85,51.482299,7.431487,141.33,8.95,0.82,97.15,1,-75,-5,30,14,49,5,13392904,347,26,9.00,37.80,67.00,9.65,1770
280.17,1547646757,2464.63,51.482216,7.432775,145.91,10.30,0.41,96.44,1,-78,-6,19,12,44,5,13392904,347,27,10.00,27.01,51.00,2.41,1770
290.15,1547646767,2574.45,51.482098,7.434308,147.24,10.46,-0.94,98.45,1,-73,-5,21,13,49,5,13392904,347,28,6.00,29.39,53.00,6.75,1770
300.13,1547646777,2665.23,51.482035,7.435674,150.19,9.37,-0.24,95.75,1,-83,-7,14,9,43,5,13392904,347,29,3.00,16.42,67.00,11.58,1770
310.13,1547646788,2775.07,51.481919,7.437275,147.95,9.79,-0.96,96.50,1,-91,-10,9,12,36,5,13392904,347,30,2.00,19.61,63.00,16.36,1770
320.15,1547646797,2854.85,51.481826,7.438475,147.11,8.12,-0.17,96.40,1,-100,-12,4,12,29,5,13392904,347,31,7.00,9.25,58.00,18.81,1770
350.17,1547646827,3026.20,51.481688,7.440872,155.29,0.00,0.00,97.41,1,-90,-6,28,9,36,10,12973569,333,34,10.00,15.67,53.00,14.20,890
360.14,1547646837,3026.20,51.481688,7.440872,155.16,0.00,0.00,97.41,1,-92,-7,28,10,35,10,12973569,333,35,7.00,14.12,57.00,16.12,890
370.09,1547646847,3078.89,51.481449,7.441781,155.76,10.76,0.87,123.81,1,-84,-5,34,10,43,10,12973569,333,36,1.00,10.11,53.00,13.67,890
380.10,1547646857,3205.68,51.480647,7.443067,158.18,12.56,-0.46,150.70,1,-85,-6,33,12,40,10,12973569,333,37,2.00,15.00,44.00,13.34,890
400.12,1547646877,3517.28,51.478093,7.444982,160.80,16.72,0.05,151.21,1,-69,-7,32,1,60,10,12973569,333,39,1.00,11.08,47.00,-8.50,890
410.18,1547646887,3681.10,51.476806,7.446103,161.08,15.84,0.11,152.18,1,-73,-8,9,9,55,10,12973569,333,40,9.00,14.04,80.00,-1.67,890
420.16,1547646897,3830.46,51.475622,7.447121,160.05,13.72,-0.38,151.49,1,-71,-7,29,15,55,3,12973570,334,41,8.00,15.19,49.00,-2.45,890
430.13,1547646907,3952.96,51.474733,7.448036,162.06,7.80,-1.34,142.86,1,-80,-6,24,12,48,3,12973570,334,42,6.00,16.29,57.00,12.60,890
440.14,1547646917,3984.04,51.474566,7.448282,163.05,0.00,0.00,141.45,1,-83,-6,20,12,42,3,12973570,334,43,6.00,17.69,51.00,15.70,890
450.15,1547646927,3984.04,51.474566,7.448282,163.01,0.00,0.00,141.45,1,-85,-9,19,12,44,3,12973570,334,44,10.00,18.13,49.00,10.79,890
470.10,1547646947,3984.04,51.474566,7.448282,162.92,0.00,0.00,141.45,1,-87,-10,17,12,41,3,12973570,334,46,0.10,3.52,49.00,16.95,890
480.16,1547646957,3984.04,51.474566,7.448282,162.99,0.00,0.00,141.45,1,-85,-9,22,10,42,3,12973570,334,47,0.50,11.98,61.00,5.14,890
490.16,1547646967,4026.08,51.474176,7.448844,165.96,10.12,0.53,139.93,1,-87,-9,14,10,40,3,12973570,334,48,0.10,4.12,51.00,11.66,890
500.23,1547646977,4147.26,51.473431,7.450096,165.88,11.04,-0.80,129.20,1,-78,-6,6,6,46,7,13394179,495,49,0.50,6.41,62.00,5.62,890
510.17,1547646987,4276.94,51.472788,7.451786,164.05,18.41,1.12,115.10,1,-81,-6,14,15,44,7,13394179,495,50,0.10,3.23,61.00,6.46,890
520.17,1547646997,4449.91,51.472409,7.454169,164.56,15.89,-0.23,105.59,1,-85,-6,3,11,41,7,13394179,495,51,0.10,4.94,61.00,-4.62,890
