time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,txPower_dbm,f_mhz
9.66,1545055965,69.15,51.490504,7.413596,166.36,11.66,-0.07,78.25,1,-88,-9,11,12,52,7,26385408,95,0,0.10,3.33,42.00,15.19,1720
19.77,1545055975,190.85,51.490689,7.415352,161.40,12.35,-0.32,82.32,1,-89,-6,24,15,47,7,26385408,95,1,10.00,28.70,55.00,16.47,1720
29.68,1545055985,282.48,51.490635,7.416606,157.78,2.29,-1.23,102.08,1,-86,-8,24,12,53,4,29391105,167,2,6.00,28.32,49.00,14.81,1720
39.73,1545055995,285.88,51.490625,7.416653,157.64,0.00,0.00,102.08,1,-84,-7,35,15,54,4,29391105,167,3,10.00,25.32,64.00,12.88,1720
49.63,1545056005,285.88,51.490614,7.416818,155.96,5.82,0.00,94.11,1,-83,-6,23,11,54,4,29391105,167,4,0.10,4.10,66.00,15.27,1720
59.66,1545056015,378.78,51.489855,7.417450,153.83,14.60,0.77,165.64,1,-82,-5,12,12,54,4,29391105,167,5,1.00,15.04,49.00,9.00,1720
69.65,1545056025,531.88,51.488498,7.417752,154.59,15.53,0.15,179.23,1,-89,-6,19,11,48,4,29391105,167,6,2.00,14.84,45.00,14.88,1720
79.63,1545056035,685.57,51.487180,7.418145,145.85,14.42,-0.27,139.33,1,-99,-8,1,6,38,10,28365056,222,7,1.00,8.81,55.00,20.69,1720
89.71,1545056045,818.73,51.486096,7.418601,140.00,11.82,0.30,194.35,1,-97,-6,15,15,40,10,28365056,222,8,4.00,15.27,60.00,19.38,1720
99.68,1545056055,931.49,51.485146,7.418899,145.39,11.41,-0.29,156.55,1,-94,-7,11,15,43,11,29391105,167,9,5.00,7.92,46.00,17.47,1720
109.64,1545056065,1055.78,51.484064,7.418578,151.25,14.26,0.08,208.39,1,-101,-9,4,10,39,8,28365056,222,10,1.00,9.27,65.00,20.02,1720
119.67,1545056075,1191.91,51.483044,7.417475,152.45,13.28,0.10,208.57,1,-104,-9,7,8,36,8,28365056,222,11,6.00,10.62,53.00,20.84,1720
129.68,1545056085,1325.99,51.481928,7.416790,154.65,12.37,-0.78,200.23,1,-87,-10,15,15,55,8,28365056,222,12,3.00,12.55,90.00,16.67,1720
139.64,1545056095,1365.83,51.481652,7.416641,154.95,0.00,0.00,202.87,1,-90,-12,7,8,54,8,28365056,222,13,0.10,4.55,48.00,14.78,1720
149.74,1545056105,1365.83,51.481652,7.416641,155.19,0.00,0.00,202.87,1,-89,-11,7,12,53,8,28365056,222,14,9.00,23.60,53.00,19.25,1720
159.77,1545056115,1365.83,51.481652,7.416641,155.37,0.00,0.00,202.87,1,-90,-11,1,9,53,8,28365056,222,15,5.00,24.65,50.00,11.22,1720
169.76,1545056125,1365.83,51.481628,7.416613,155.77,0.00,0.00,197.44,1,-91,-12,7,8,53,8,28365056,222,16,8.00,28.28,59.00,19.73,1720
179.70,1545056135,1365.83,51.481687,7.416607,155.06,0.00,0.00,156.07,1,-90,-11,7,9,53,8,28365056,222,17,6.00,26.95,49.00,19.09,1720
189.64,1545056145,1365.83,51.481643,7.416575,154.95,0.00,0.00,156.07,1,-92,-11,10,7,51,8,28365056,222,18,0.10,5.23,51.00,15.45,1720
199.75,1545056155,1365.83,51.481620,7.416633,155.21,0.00,0.00,156.07,1,-90,-11,8,7,52,8,28365056,222,19,7.00,27.75,67.00,18.55,1720
209.70,1545056165,1365.83,51.481643,7.416595,155.12,0.00,0.00,156.07,1,-91,-11,11,6,54,8,28365056,222,20,10.00,24.68,53.00,17.73,1720
219.82,1545056175,1365.83,51.481622,7.416633,155.37,0.00,0.00,156.07,1,-90,-11,9,10,53,8,28365056,222,21,8.00,23.39,67.00,18.97,1720
229.70,1545056185,1365.83,51.481641,7.416623,155.62,0.00,0.00,156.07,1,-94,-11,9,9,49,8,28365056,222,22,10.00,29.60,49.00,19.98,1720
239.67,1545056195,1365.83,51.481656,7.416704,155.88,0.00,0.00,156.07,1,-91,-11,8,7,52,8,28365056,222,23,0.10,2.00,72.00,15.23,1720
249.78,1545056205,1377.68,51.481455,7.416764,154.67,4.87,0.88,111.05,1,-85,-9,4,9,55,5,28365057,224,24,8.00,30.35,44.00,14.77,1720
259.69,1545056215,1491.91,51.481572,7.418646,150.06,15.38,0.64,84.99,1,-87,-9,1,5,53,5,28365057,224,25,8.00,24.23,42.00,16.22,1720
269.66,1545056225,1649.67,51.481693,7.421012,145.82,17.23,0.83,82.39,1,-95,-12,-5,4,45,5,28365057,224,26,9.00,20.07,35.00,18.62,1720
279.65,1545056236,1819.10,51.482025,7.423466,138.98,15.90,-0.20,76.55,1,-103,-12,-2,8,40,5,28365057,224,27,4.00,10.80,35.00,20.62,1720
