time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,txPower_dbm,f_mhz
11.02,1544535970,101.38,51.490601,7.414072,156.83,12.19,-0.23,79.13,1,-99,-13,0,4,39,9,13828122,452,0,10.00,4.06,38.00,20.42,1750
22.40,1544535981,236.05,51.490715,7.416057,149.77,12.21,0.13,89.68,1,-99,-14,-11,6,39,7,13416987,62,1,3.00,2.42,707.00,18.38,1750
32.23,1544535991,308.76,51.490600,7.416908,147.44,0.41,-1.30,105.28,1,-96,-13,1,6,42,7,13416987,62,2,6.00,2.97,2699.00,11.08,1750
43.16,1544536002,309.17,51.490600,7.416908,147.49,0.00,0.00,105.28,1,-94,-12,3,6,43,7,13416987,62,3,4.00,2.21,1442.00,9.25,1750
52.36,1544536011,309.17,51.490600,7.416908,147.60,0.00,0.00,105.28,1,-98,-14,0,6,40,7,13416987,62,4,2.00,1.19,1578.00,17.73,1750
66.60,1544536025,309.17,51.490575,7.416974,149.57,0.00,0.00,100.86,1,-96,-13,1,5,42,7,13416987,62,5,0.50,0.24,1478.00,19.28,1750
75.85,1544536034,378.56,51.489848,7.417456,152.33,12.45,-0.16,165.98,1,-96,-13,2,8,42,7,13416987,62,6,0.10,0.22,1515.00,19.14,1750
83.35,1544536042,481.08,51.488922,7.417772,154.37,13.49,0.02,172.64,1,-99,-15,0,5,42,7,13416987,62,7,9.00,3.99,1522.00,17.91,1750
93.79,1544536052,620.03,51.487684,7.417776,153.44,13.99,-0.12,175.55,1,-99,-14,-3,6,39,5,13416986,61,8,10.00,0.59,823.00,18.55,1750
104.04,1544536063,769.45,51.486545,7.418749,140.74,12.60,-0.44,179.05,1,-103,-16,-6,4,39,5,13416986,61,9,9.00,0.75,1293.00,20.56,1750
115.24,1544536074,889.47,51.485494,7.418634,145.16,10.07,0.00,165.75,1,-103,-15,-3,6,36,5,13416986,61,10,3.00,0.19,1813.00,20.55,1750
124.08,1544536083,985.05,51.484665,7.418988,149.98,11.64,0.01,180.93,1,-106,-15,-5,4,34,5,13416986,61,11,6.00,0.40,3029.00,20.78,1750
134.65,1544536093,1113.10,51.483661,7.418117,144.86,12.72,-0.23,212.97,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,4.00,0.41,1285.00,21.31,1750
262.16,1544536221,2187.43,51.482574,7.428253,127.09,0.00,0.00,89.95,1,-86,-8,4,12,46,12,13823003,266,25,6.00,14.13,40.00,17.14,1750
