time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,txPower_dbm,f_mhz
10.13,1547559964,96.28,51.490470,7.413769,153.38,13.51,0.47,78.20,1,-90,-8,7,11,49,7,26385408,95,0,7.00,22.79,52.00,16.30,1720
20.11,1547559974,240.64,51.490662,7.415853,157.44,13.81,-0.07,86.41,1,-76,-6,33,15,59,4,29391105,167,1,1.00,12.27,66.00,-3.09,1720
30.08,1547559984,348.33,51.490365,7.417242,155.06,9.67,2.12,169.27,1,-77,-5,29,11,58,4,29391105,167,2,7.00,21.23,49.00,2.72,1720
40.10,1547559994,482.93,51.489132,7.417682,152.43,15.01,-0.08,169.33,1,-90,-8,23,11,50,4,29391105,167,3,4.00,18.80,57.00,18.61,1720
50.11,1547560003,640.65,51.487701,7.417727,150.85,16.16,0.10,176.89,1,-97,-8,18,9,43,4,29391105,167,4,6.00,11.65,46.00,17.33,1720
60.14,1547560014,794.55,51.486530,7.418733,143.78,13.84,-0.17,176.27,1,-99,-7,10,10,39,10,28365056,222,5,4.00,12.56,66.00,21.25,1720
70.07,1547560024,919.48,51.485430,7.418636,144.35,11.51,0.12,165.28,1,-98,-8,6,12,41,10,28365056,222,6,0.50,4.94,50.00,20.42,1720
80.10,1547560033,1041.31,51.484345,7.418834,148.78,13.35,0.20,198.99,1,-99,-9,1,5,41,8,28365056,222,7,2.00,13.11,50.00,20.75,1720
90.08,1547560043,1183.35,51.483257,7.417752,149.95,14.54,0.11,212.07,1,-102,-9,2,4,38,8,28365056,222,8,6.00,9.33,45.00,17.03,1720
100.25,1547560054,1326.02,51.482086,7.416914,153.24,14.78,0.16,199.18,1,-89,-9,8,9,52,8,28365056,222,9,5.00,15.96,66.00,20.03,1720
110.10,1547560064,1390.81,51.481609,7.416637,155.69,0.00,0.00,200.54,1,-89,-10,2,6,52,8,28365056,222,10,6.00,27.86,51.00,4.91,1720
120.10,1547560074,1404.68,51.481405,7.416656,155.76,6.85,2.12,128.97,1,-85,-8,1,9,55,5,28365057,224,11,5.00,27.70,37.00,16.80,1720
130.05,1547560083,1532.40,51.481547,7.418615,150.38,16.57,0.29,83.27,1,-86,-8,3,10,53,5,28365057,224,12,0.10,4.26,37.00,18.95,1720
140.19,1547560094,1706.98,51.481678,7.421146,144.55,18.20,0.13,81.51,1,-92,-10,4,6,51,5,28365057,224,13,10.00,19.20,44.00,16.70,1720
150.09,1547560103,1889.66,51.482011,7.423733,135.91,17.27,-0.38,77.75,1,-100,-12,1,8,43,5,28365057,224,14,10.00,10.02,40.00,19.94,1720
160.09,1547560114,2053.55,51.482326,7.426045,133.10,16.85,0.33,78.40,1,-101,-11,-1,6,41,16,28368386,213,15,2.00,8.98,43.00,19.95,1720
170.07,1547560124,2175.18,51.482541,7.427730,139.03,3.46,-0.46,80.40,1,-97,-10,1,9,44,16,28368386,213,16,0.50,7.98,55.00,20.14,1720
180.12,1547560133,2254.95,51.482539,7.429085,138.81,13.67,-0.61,95.06,1,-98,-10,16,5,44,16,28368386,213,17,10.00,10.04,38.00,18.56,1720
190.15,1547560144,2390.99,51.482358,7.431063,145.36,12.22,-0.27,96.58,1,-94,-7,11,7,44,6,28367106,86,18,8.00,13.63,37.00,17.11,1720
200.17,1547560154,2523.18,51.482187,7.432985,149.98,13.88,-0.10,96.28,1,-84,-6,12,10,54,12,28368386,213,19,9.00,16.19,52.00,12.17,1720
210.11,1547560163,2643.69,51.482085,7.434666,153.79,10.04,-0.31,96.76,1,-97,-9,9,7,43,4,28367106,86,20,3.00,23.76,39.00,19.19,1720
220.08,1547560174,2746.43,51.481975,7.436196,151.70,10.41,0.41,97.04,1,-82,-8,11,10,57,4,28367105,85,21,3.00,18.90,47.00,20.34,1720
230.09,1547560184,2839.88,51.481872,7.437564,152.04,7.01,-1.61,97.24,1,-87,-6,13,9,50,4,28367105,85,22,7.00,31.87,37.00,18.44,1720
240.13,1547560193,2900.78,51.481771,7.438506,148.79,7.76,0.61,97.87,1,-86,-6,14,10,52,4,28367105,85,23,10.00,19.39,38.00,11.39,1720
250.18,1547560204,2972.97,51.481711,7.439533,155.41,9.42,0.81,95.83,1,-91,-7,11,9,46,9,28368386,213,24,0.50,5.58,70.00,16.77,1720
260.21,1547560213,3072.47,51.481638,7.440996,158.69,11.29,-0.04,96.71,1,-93,-7,6,9,45,9,28368386,213,25,10.00,15.68,46.00,17.28,1720
270.08,1547560224,3188.39,51.481053,7.442348,162.82,13.37,0.64,137.63,1,-90,-5,16,12,45,7,28367105,85,26,6.00,29.36,37.00,17.52,1720
280.21,1547560234,3316.11,51.480111,7.443234,161.54,14.29,1.06,151.55,1,-96,-9,3,5,44,7,28367105,85,27,6.00,9.20,40.00,17.27,1720
290.37,1547560244,3478.89,51.478804,7.444387,163.03,15.89,-0.26,151.38,1,-103,-12,0,5,41,7,28368386,213,28,8.00,7.05,55.00,20.66,1720
300.14,1547560254,3632.90,51.477590,7.445451,165.27,14.95,-0.04,151.54,1,-103,-12,-4,7,41,13,29568768,415,29,6.00,16.99,38.00,20.53,1720
310.12,1547560264,3772.89,51.476500,7.446408,165.93,11.60,-0.94,151.51,1,-91,-6,14,9,48,11,29568768,415,30,6.00,21.14,38.00,18.36,1720
320.08,1547560273,3847.90,51.475938,7.446892,166.46,2.61,-1.00,151.68,1,-84,-5,17,10,55,11,29568768,415,31,3.00,19.00,45.00,-1.16,1720
330.05,1547560284,3882.24,51.475647,7.447169,165.01,8.40,0.79,151.05,1,-87,-6,12,9,51,11,29568768,415,32,0.50,8.53,40.00,13.42,1720
340.11,1547560294,3979.81,51.474899,7.447899,166.19,9.06,-0.44,143.63,1,-97,-8,22,7,42,7,28368384,215,33,4.00,10.97,38.00,19.03,1720
350.10,1547560303,4056.52,51.474372,7.448568,165.30,7.56,0.93,140.32,1,-97,-8,6,8,42,8,29568768,415,34,9.00,17.21,39.00,18.45,1720
360.12,1547560314,4154.32,51.473684,7.449548,167.14,11.64,-0.15,135.24,1,-79,-5,18,10,58,8,29568768,415,35,6.00,31.52,40.00,2.73,1720
370.10,1547560324,4255.18,51.473184,7.450627,167.70,8.39,0.65,123.98,1,-80,-5,13,9,57,8,29568768,415,36,8.00,35.36,39.00,2.56,1720
380.10,1547560334,4392.17,51.472657,7.452497,165.83,17.24,0.21,109.22,1,-75,-4,25,15,61,8,29568768,415,37,7.00,34.13,37.00,1.14,1720
390.06,1547560344,4561.99,51.472281,7.454868,165.16,16.96,0.07,107.08,1,-81,-6,27,15,56,8,29568768,415,38,0.50,8.97,37.00,14.19,1720
400.08,1547560353,4733.66,51.471696,7.457155,161.39,16.72,-0.16,114.78,1,-88,-6,16,12,49,8,29568768,415,39,4.00,25.70,39.00,2.72,1720
410.06,1547560364,4869.40,51.471182,7.458803,159.34,5.72,-1.20,116.63,1,-90,-7,13,7,49,8,29568768,415,40,1.00,15.50,45.00,17.55,1720
420.06,1547560373,4882.38,51.471144,7.458923,159.44,0.00,0.00,118.27,1,-93,-8,8,11,46,8,29568768,415,41,2.00,16.06,40.00,12.45,1720
430.11,1547560384,4882.38,51.471144,7.458923,159.20,0.00,0.00,118.27,1,-92,-8,13,8,48,8,29568768,415,42,9.00,27.76,41.00,14.25,1720
440.09,1547560393,4908.97,51.470998,7.459427,160.77,9.16,1.46,116.94,1,-94,-10,9,9,47,8,29568768,415,43,8.00,29.98,37.00,19.38,1720
450.09,1547560404,5014.83,51.470626,7.460847,158.50,12.48,0.30,112.84,1,-100,-13,-1,5,43,8,29568768,415,44,4.00,19.63,54.00,20.94,1720
460.11,1547560414,5144.17,51.470102,7.462534,154.70,14.06,0.80,114.39,1,-99,-10,-1,6,42,13,26378498,495,45,0.10,3.13,55.00,20.48,1720
470.08,1547560423,5293.59,51.469570,7.464530,157.05,14.94,-0.69,107.51,1,-98,-8,11,7,42,13,26378498,495,46,2.00,13.32,49.00,20.28,1720
480.07,1547560434,5448.06,51.469381,7.466756,158.36,16.61,0.67,91.85,1,-97,-8,3,8,42,14,29401601,354,47,1.00,12.25,36.00,20.38,1720
490.08,1547560443,5620.69,51.469613,7.469229,160.40,18.11,-0.19,80.05,1,-104,-12,-1,5,40,14,29401601,354,48,4.00,15.60,36.00,20.64,1720
500.08,1547560453,5799.98,51.469824,7.471879,163.43,18.04,0.02,88.12,1,-100,-10,6,6,41,19,31263232,281,49,4.00,15.26,39.00,20.38,1720
510.09,1547560464,5979.67,51.469602,7.474486,169.99,16.68,-0.78,99.28,1,-103,-13,0,5,42,19,31263232,281,50,5.00,7.30,37.00,20.86,1720
520.12,1547560473,6139.07,51.469482,7.476800,177.14,13.04,-0.24,90.71,1,-98,-11,-4,6,44,22,30492930,219,51,4.00,10.00,46.00,21.05,1720
530.10,1547560484,6238.80,51.469606,7.478167,178.91,6.68,-0.62,77.92,1,-95,-12,0,7,49,10,29913344,432,52,5.00,20.53,46.00,20.59,1720
540.15,1547560494,6275.06,51.469697,7.478639,177.98,0.00,-0.82,82.46,1,-89,-8,7,9,50,8,26378497,496,53,8.00,24.83,47.00,17.08,1720
550.11,1547560504,6275.06,51.469697,7.478639,177.83,0.00,0.00,82.46,1,-90,-8,4,9,49,8,26378497,496,54,6.00,21.35,38.00,10.41,1720
560.10,1547560514,6275.06,51.469726,7.478831,173.12,6.09,0.00,74.64,1,-88,-7,10,8,49,8,26378497,496,55,4.00,25.16,59.00,17.78,1720
570.11,1547560524,6377.31,51.470026,7.480337,173.77,14.08,0.55,71.32,1,-85,-7,4,12,53,8,26378497,496,56,7.00,24.55,73.00,9.30,1720
580.10,1547560534,6485.32,51.470114,7.481682,178.51,8.90,0.99,160.90,1,-89,-7,2,12,50,8,26378497,496,57,1.00,12.23,40.00,14.66,1720
590.11,1547560544,6617.63,51.468932,7.482245,180.40,14.86,-0.15,164.69,1,-94,-11,-3,4,49,8,26378497,496,58,5.00,16.01,37.00,18.05,1720
600.13,1547560554,6758.17,51.467691,7.482681,179.13,9.71,-1.26,168.31,1,-92,-7,9,8,46,7,29913344,432,59,9.00,26.19,46.00,20.47,1720
610.10,1547560564,6857.14,51.466762,7.482706,176.02,14.20,0.29,184.96,1,-89,-6,14,10,49,7,29913344,432,60,10.00,29.66,40.00,17.80,1720
620.09,1547560574,7007.70,51.465468,7.482038,169.88,14.36,-0.65,201.84,1,-80,-6,14,10,57,7,29913344,432,61,5.00,27.29,42.00,16.97,1720
630.10,1547560584,7150.19,51.464274,7.481226,170.20,13.44,-0.47,198.07,1,-87,-9,10,8,55,7,29913344,432,62,10.00,31.13,39.00,16.45,1720
640.09,1547560594,7285.19,51.463090,7.480663,175.37,13.67,-0.11,197.64,1,-74,-6,21,15,63,1,29913346,433,63,5.00,30.40,40.00,0.25,1720
650.09,1547560604,7407.36,51.462063,7.480231,178.95,5.87,-1.88,180.22,1,-84,-6,11,11,53,1,29913346,433,64,7.00,29.93,54.00,13.62,1720
660.11,1547560614,7506.27,51.461988,7.481692,175.88,14.27,0.11,91.04,1,-79,-7,5,15,58,1,29913346,433,65,5.00,22.40,62.00,10.58,1720
670.09,1547560623,7645.73,51.461927,7.483677,179.80,12.55,0.35,95.14,1,-80,-8,19,12,59,2,29913345,434,66,4.00,25.91,41.00,6.62,1720
680.06,1547560634,7747.04,51.461309,7.484454,182.45,14.00,1.22,166.16,1,-85,-8,10,14,54,2,29913345,434,67,1.00,16.03,43.00,5.92,1720
690.13,1547560644,7898.55,51.459874,7.484443,191.61,15.27,-0.57,188.06,1,-99,-11,4,8,43,2,29913345,434,68,9.00,15.99,39.00,16.16,1720
700.14,1547560653,8050.54,51.458511,7.483959,199.77,14.08,-0.33,195.80,1,-103,-11,1,6,40,2,29913345,434,69,9.00,14.48,58.00,21.11,1720
710.07,1547560663,8200.36,51.457113,7.483447,208.81,17.66,1.95,193.06,1,-95,-9,13,8,45,7,28371200,68,70,0.10,5.03,45.00,20.16,1720
720.16,1547560674,8364.24,51.455639,7.483245,217.54,16.42,0.41,182.26,1,-89,-11,7,9,54,7,28371200,68,71,9.00,27.84,39.00,16.12,1720
730.11,1547560683,8533.75,51.454160,7.483857,223.41,16.55,-1.25,155.57,1,-94,-7,9,8,43,5,28371202,67,72,3.00,20.08,40.00,19.48,1720
740.09,1547560694,8697.09,51.453004,7.485584,232.32,16.87,0.28,132.84,1,-83,-5,20,8,54,5,28371202,67,73,3.00,25.89,43.00,12.38,1720
