time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,f_mhz
10.25,1544519628,129.16,51.490388,7.413049,164.11,13.44,1.05,78.68,1,-114,-11,7,8,16,71,13067274,289,0,5.00,1.77,68.00,1865
40.18,1544519658,390.08,51.490619,7.416658,155.86,0.00,0.00,99.68,1,-113,-11,-1,8,14,17,12806666,385,3,4.00,11.19,71.00,1865
50.23,1544519667,429.06,51.490690,7.417215,157.38,8.15,0.26,3.20,1,-114,-9,-3,4,14,17,12806666,385,4,6.00,12.10,64.00,1865
60.20,1544519677,522.29,51.491514,7.416973,156.79,10.24,0.86,348.00,1,-111,-11,1,7,18,17,12806666,385,5,0.10,7.92,64.00,1865
70.19,1544519687,642.17,51.492530,7.416213,159.96,13.78,0.32,337.36,1,-100,-8,13,9,25,17,12806666,385,6,4.00,23.48,62.00,1865
80.22,1544519698,776.47,51.493720,7.415773,161.01,13.59,-0.64,348.75,1,-104,-7,18,10,22,17,12806666,385,7,5.00,56.26,49.00,1865
90.21,1544519707,875.38,51.494548,7.415401,159.55,5.75,2.06,293.90,1,-96,-6,10,11,29,17,12806666,385,8,1.00,38.10,54.00,1865
100.21,1544519718,979.36,51.494338,7.413882,156.15,10.05,-1.01,258.83,1,-106,-7,13,9,19,17,12806666,385,9,10.00,27.72,49.00,1865
110.18,1544519728,1017.70,51.494269,7.413401,156.51,0.00,0.00,259.16,1,-104,-8,12,8,21,17,12806666,385,10,6.00,31.70,61.00,1865
120.22,1544519738,1085.86,51.494130,7.412095,158.65,14.76,1.14,259.55,1,-106,-9,13,8,22,17,12806666,385,11,3.00,33.66,57.00,1865
130.19,1544519748,1235.11,51.493811,7.409986,160.20,14.81,0.08,258.02,1,-106,-9,11,15,23,17,12806666,385,12,9.00,15.68,53.00,1865
140.19,1544519758,1383.23,51.493527,7.407895,161.78,15.08,-0.13,258.14,1,-103,-8,16,11,22,17,12806666,385,13,2.00,36.70,54.00,1865
150.21,1544519768,1530.18,51.493258,7.405826,164.39,14.84,0.06,257.86,1,-101,-7,13,10,27,17,12806666,385,14,10.00,31.76,55.00,1865
160.18,1544519777,1679.13,51.492997,7.403735,163.44,14.07,-0.03,260.75,1,-108,-12,4,8,26,17,12806666,385,15,0.50,16.33,53.00,1865
170.20,1544519788,1809.91,51.492964,7.401916,160.80,7.17,-1.88,253.57,1,-105,-7,14,10,20,17,12806666,385,16,10.00,23.25,52.00,1865
180.18,1544519797,1908.64,51.492094,7.401747,162.71,11.85,-0.06,180.26,1,-107,-9,7,14,27,17,12806666,385,17,0.10,6.90,65.00,1865
190.18,1544519807,2039.73,51.490895,7.401738,169.57,14.65,0.13,181.41,1,-109,-9,10,12,17,17,12806666,385,18,8.00,27.42,54.00,1865
200.18,1544519818,2181.50,51.489659,7.401753,173.90,6.89,-2.63,179.46,1,-107,-9,10,15,21,17,12806666,385,19,6.00,8.45,47.00,1865
210.18,1544519827,2193.10,51.489588,7.401746,174.12,0.00,0.00,179.01,1,-111,-12,5,8,21,17,12806666,385,20,6.00,12.07,50.00,1865
220.17,1544519838,2193.10,51.489588,7.401746,174.20,0.00,0.00,179.01,1,-112,-14,4,7,22,17,12806666,385,21,6.00,8.35,59.00,1865
230.18,1544519848,2212.54,51.489413,7.401927,174.65,8.26,1.71,93.40,1,-110,-13,5,8,21,17,12806666,385,22,5.00,15.40,64.00,1865
240.21,1544519858,2330.44,51.489388,7.403667,174.26,13.39,-0.20,90.36,1,-111,-11,-3,7,17,17,12806666,385,23,4.00,11.69,54.00,1865
250.20,1544519867,2465.44,51.489395,7.405610,176.95,12.93,-0.03,85.44,1,-99,-9,16,11,32,71,13067274,289,24,3.00,25.03,53.00,1865
260.20,1544519877,2593.58,51.489651,7.407450,178.66,12.98,0.12,77.71,1,-98,-9,27,12,29,71,13067274,289,25,6.00,15.61,45.00,1865
